,Down,Yards,Quarter,DefendersInTheBox
287769,1,3,2,7.0
287796,1,3,2,7.0
287818,3,-2,2,8.0
287827,2,3,2,7.0
287867,2,2,2,7.0
287872,1,9,2,7.0
287893,2,3,2,7.0
287933,1,7,3,6.0
287955,2,3,3,7.0
287971,1,5,3,7.0
287981,1,13,3,8.0
288011,2,21,3,6.0
288033,1,3,3,7.0
288055,3,6,3,6.0
288081,1,3,3,6.0
288091,1,0,3,7.0
288121,1,4,3,7.0
288153,1,20,3,7.0
288175,1,66,3,7.0
288179,1,2,3,8.0
288214,1,7,4,6.0
288236,2,9,4,7.0
288257,1,3,4,7.0
288280,2,0,4,6.0
288307,1,0,4,7.0
288323,1,4,4,8.0
288345,2,4,4,7.0
288367,1,1,4,8.0
288389,2,1,4,8.0
288401,1,6,1,6.0
288425,2,10,1,7.0
288446,1,3,1,7.0
288485,1,-1,1,7.0
288506,2,6,1,6.0
288511,1,1,1,8.0
288533,2,1,1,6.0
288573,2,1,1,7.0
288578,1,1,1,6.0
288600,3,6,1,6.0
288638,1,5,1,6.0
288643,1,11,2,7.0
288666,1,2,2,8.0
288703,2,53,2,6.0
288726,1,2,2,7.0
288731,2,4,2,7.0
288754,3,-1,2,8.0
288793,1,-1,2,6.0
288798,2,1,2,8.0
288820,1,5,2,6.0
288841,1,0,2,11.0
288863,2,1,2,11.0
288901,1,3,2,4.0
288923,3,11,2,5.0
288946,1,5,3,6.0
288968,2,6,3,6.0
288990,1,11,3,7.0
289011,1,14,3,8.0
289034,2,4,3,6.0
289040,1,9,3,7.0
289067,1,1,3,6.0
289101,3,1,3,11.0
289122,1,1,3,6.0
289142,2,3,3,5.0
289149,1,8,3,6.0
289171,1,6,3,6.0
289193,2,2,3,6.0
289214,1,0,4,6.0
289243,3,2,4,7.0
289276,2,7,4,7.0
289298,1,2,4,6.0
289320,3,7,4,7.0
289341,2,8,4,6.0
289364,3,2,4,8.0
289385,2,3,4,7.0
289409,3,0,4,11.0
289413,1,1,4,8.0
289434,1,4,4,6.0
289457,3,1,4,9.0
289480,1,6,4,8.0
289502,2,1,4,7.0
289524,2,2,1,6.0
289546,1,2,1,7.0
289568,2,3,1,6.0
289605,1,4,1,8.0
289626,1,3,1,7.0
289640,2,2,1,7.0
289662,3,-1,1,7.0
289684,1,3,1,7.0
289706,1,5,1,6.0
289723,3,3,1,6.0
289759,1,15,2,7.0
289780,1,20,2,7.0
289804,1,2,2,8.0
289826,2,1,2,8.0
289832,1,5,2,6.0
289860,1,3,2,7.0
289877,1,2,2,6.0
289899,1,5,2,6.0
289935,1,7,2,7.0
289957,1,6,3,6.0
289979,2,2,3,6.0
290001,2,3,3,7.0
290023,2,-2,3,8.0
290036,1,2,3,7.0
290058,2,15,3,7.0
290080,1,3,3,7.0
290102,2,0,3,7.0
290133,1,1,3,7.0
290154,1,1,4,7.0
290163,2,1,4,6.0
290198,1,3,4,7.0
290212,1,2,4,7.0
290227,1,1,4,6.0
290249,2,12,4,6.0
290271,1,2,4,7.0
290309,1,2,4,7.0
290332,1,0,4,7.0
290354,2,7,4,9.0
290374,2,2,1,7.0
290388,1,5,1,7.0
290418,1,19,1,7.0
290435,1,15,1,7.0
290461,1,0,1,7.0
290476,1,-3,1,8.0
290506,2,3,1,8.0
290529,1,0,1,6.0
290532,1,2,1,7.0
290554,2,-1,2,6.0
290595,2,3,2,6.0
290615,1,7,2,8.0
290638,1,5,2,6.0
290660,2,1,2,6.0
290674,2,10,2,7.0
290696,3,2,2,7.0
290718,1,-2,3,7.0
290749,1,1,3,7.0
290768,1,4,3,8.0
290784,1,5,3,8.0
290806,2,9,3,7.0
290828,1,0,3,7.0
290849,1,2,3,8.0
290880,2,4,3,7.0
290894,1,1,3,7.0
290916,2,0,3,6.0
290947,2,1,4,6.0
290967,1,1,4,8.0
290990,1,19,4,8.0
291012,2,2,4,7.0
291034,3,6,4,6.0
291048,3,1,4,7.0
291069,1,9,1,8.0
291091,2,2,1,7.0
291113,1,2,1,6.0
291135,2,2,1,6.0
291169,1,3,1,8.0
291189,1,3,1,7.0
291201,1,4,1,6.0
291233,3,0,1,7.0
291256,4,2,1,7.0
291279,1,2,1,7.0
291297,2,5,1,7.0
291311,1,4,2,7.0
291333,1,3,2,6.0
291365,1,4,2,6.0
291378,2,0,2,5.0
291411,1,2,2,7.0
291431,1,-3,2,6.0
291453,1,3,2,7.0
291475,1,4,2,7.0
291497,1,2,3,7.0
291519,2,4,3,7.0
291541,2,5,3,6.0
291564,1,1,3,6.0
291586,1,6,3,7.0
291605,2,4,3,7.0
291628,1,8,3,8.0
291651,2,7,4,7.0
291664,1,10,4,6.0
291686,1,1,4,6.0
291708,1,-1,4,6.0
291730,1,4,4,6.0
291748,2,-1,4,6.0
291773,1,3,4,6.0
291795,1,6,4,7.0
291818,2,4,4,7.0
291839,1,1,4,7.0
291859,2,1,4,6.0
291881,3,3,4,6.0
291916,1,3,4,7.0
291938,2,-5,4,7.0
291941,1,4,1,7.0
291980,2,4,1,7.0
291989,1,1,1,9.0
292011,2,2,1,9.0
292029,1,7,1,6.0
292051,2,0,1,8.0
292090,1,22,1,8.0
292112,1,5,1,7.0
292134,2,3,1,7.0
292143,2,-1,1,8.0
292166,1,6,1,6.0
292188,2,7,2,7.0
292222,2,4,2,7.0
292227,2,14,2,7.0
292249,1,8,2,6.0
292271,2,8,2,8.0
292297,1,8,2,7.0
292319,2,-2,2,9.0
292342,1,6,2,6.0
292364,2,3,2,6.0
292384,3,2,2,11.0
292423,1,0,2,7.0
292442,2,-2,2,8.0
292464,2,11,2,7.0
292485,1,8,2,6.0
292491,1,-2,2,8.0
292518,2,-2,2,7.0
292540,3,1,2,7.0
292561,2,-3,3,8.0
292579,1,-1,3,6.0
292617,1,9,3,7.0
292639,2,2,3,7.0
292660,1,0,3,7.0
292682,1,1,3,6.0
292689,1,7,3,8.0
292728,1,0,3,7.0
292739,1,3,3,7.0
292770,2,1,3,7.0
292792,1,11,3,6.0
292814,1,1,3,7.0
292821,1,9,3,7.0
292843,2,21,4,8.0
292865,1,0,4,8.0
292893,1,4,4,6.0
292914,2,-1,4,7.0
292931,1,0,4,6.0
292953,2,-2,4,8.0
292990,2,10,4,6.0
293012,2,1,4,5.0
293034,2,0,4,7.0
293056,1,7,4,6.0
293083,2,6,4,7.0
293101,1,0,4,8.0
293123,3,1,4,8.0
293146,1,4,4,9.0
293168,2,0,4,9.0
293190,3,4,4,9.0
293204,1,17,1,7.0
293224,1,3,1,7.0
293256,2,3,1,6.0
293279,1,2,1,7.0
293300,1,2,1,8.0
293323,2,1,1,7.0
293347,1,9,1,6.0
293357,1,3,1,7.0
293379,2,2,1,7.0
293410,1,0,2,7.0
293432,2,1,2,7.0
293446,1,4,2,7.0
293464,1,4,2,8.0
293490,1,2,2,7.0
293520,1,0,2,6.0
293542,1,8,2,6.0
293564,2,-3,2,6.0
293586,2,15,3,8.0
293609,1,1,3,6.0
293633,1,-4,3,6.0
293644,2,6,3,7.0
293661,1,4,3,8.0
293696,2,2,3,6.0
293718,1,4,3,6.0
293742,1,-2,3,6.0
293763,2,-1,4,8.0
293776,1,12,4,6.0
293794,2,1,4,7.0
293820,1,2,4,8.0
293842,2,7,4,6.0
293864,3,0,4,9.0
293894,2,-2,4,7.0
293908,1,3,4,7.0
293926,2,2,4,8.0
293944,1,20,4,7.0
293973,2,-1,4,7.0
293994,1,1,4,7.0
294016,2,3,5,6.0
294040,2,2,5,7.0
294062,2,2,5,7.0
294094,1,3,1,8.0
294106,1,6,1,8.0
294137,1,3,1,6.0
294159,1,4,1,7.0
294181,2,6,1,8.0
294194,1,-2,1,8.0
294215,2,1,1,7.0
294237,2,4,1,8.0
294258,1,4,1,5.0
294273,1,35,1,7.0
294314,1,4,1,7.0
294335,1,5,1,8.0
294348,1,16,1,8.0
294368,1,-4,1,8.0
294402,1,2,1,8.0
294423,2,1,2,6.0
294445,2,0,2,7.0
294465,2,1,2,8.0
294489,2,-1,2,7.0
294500,1,8,2,6.0
294522,2,7,2,6.0
294543,1,0,2,5.0
294577,1,14,3,8.0
294599,1,6,3,8.0
294621,1,0,3,9.0
294643,2,4,3,6.0
294662,1,2,3,9.0
294686,1,1,3,8.0
294706,3,1,3,11.0
294729,1,2,3,9.0
294754,3,4,3,9.0
294776,1,4,4,7.0
294787,1,3,4,8.0
294819,1,0,4,8.0
294828,3,2,4,9.0
294852,2,0,4,7.0
294874,3,0,4,7.0
294907,1,9,4,9.0
294926,2,0,4,9.0
294950,2,1,1,7.0
294958,1,1,1,6.0
294979,2,4,1,8.0
295002,2,4,1,7.0
295023,1,1,1,10.0
295062,1,4,1,6.0
295084,2,13,1,7.0
295105,1,45,1,6.0
295127,2,1,1,8.0
295135,1,-7,1,9.0
295172,1,5,2,6.0
295194,1,4,2,6.0
295205,1,5,2,8.0
295222,1,12,2,8.0
295245,2,3,2,7.0
295281,1,6,2,6.0
295304,2,2,2,6.0
295325,1,15,2,6.0
295344,1,6,2,7.0
295369,1,1,2,7.0
295390,2,3,2,8.0
295398,1,23,3,8.0
295436,1,11,3,6.0
295457,1,19,3,7.0
295479,2,1,3,5.0
295498,1,3,3,7.0
295524,2,1,3,7.0
295546,1,3,3,8.0
295568,1,1,3,7.0
295574,1,22,3,9.0
295596,1,2,3,8.0
295633,1,2,3,7.0
295655,2,5,3,6.0
295661,1,0,4,7.0
295699,2,1,4,6.0
295721,2,8,4,7.0
295727,1,-4,4,6.0
295767,1,8,4,6.0
295786,2,11,4,8.0
295810,1,-1,4,7.0
295830,1,3,4,8.0
295852,2,10,4,7.0
295874,2,2,4,8.0
295897,3,0,4,7.0
295911,1,2,1,7.0
295933,2,5,1,6.0
295955,1,-1,1,8.0
295977,2,-3,1,7.0
295998,1,2,1,7.0
296018,2,8,1,6.0
296042,1,13,1,7.0
296062,1,1,1,7.0
296086,1,15,1,7.0
296109,1,4,1,7.0
296131,2,-1,1,6.0
296143,1,5,1,7.0
296165,2,3,1,6.0
296194,1,3,2,6.0
296216,1,1,2,6.0
296234,2,0,2,7.0
296262,2,24,2,6.0
296284,1,2,2,7.0
296304,2,4,2,6.0
296328,1,-5,2,8.0
296350,2,10,2,6.0
296373,1,-1,2,7.0
296394,1,1,2,7.0
296416,1,8,2,6.0
296438,2,-1,2,6.0
296460,2,4,3,7.0
296482,2,2,3,7.0
296506,1,5,3,7.0
296529,2,2,3,7.0
296551,1,6,3,7.0
296573,2,0,3,6.0
296592,1,0,3,6.0
296612,3,8,3,6.0
296637,2,2,3,6.0
296659,1,0,3,7.0
296680,3,6,3,6.0
296702,1,2,4,7.0
296724,1,-2,4,8.0
296746,2,1,4,8.0
296776,1,3,1,5.0
296788,1,3,1,7.0
296821,1,6,1,6.0
296831,1,2,1,6.0
296853,2,2,1,5.0
296869,1,0,1,7.0
296891,2,9,1,5.0
296930,2,2,1,6.0
296952,2,3,1,7.0
296956,2,5,2,6.0
296997,1,13,2,7.0
297018,1,3,2,7.0
297041,2,5,2,6.0
297062,1,2,2,6.0
297074,1,3,2,6.0
297107,1,0,2,7.0
297128,3,0,2,8.0
297140,2,6,2,7.0
297162,3,-1,2,7.0
297182,2,6,2,7.0
297198,3,4,2,7.0
297227,1,16,3,6.0
297250,2,-3,3,7.0
297265,1,4,3,6.0
297287,2,8,3,6.0
297308,2,-1,3,6.0
297330,1,0,3,7.0
297370,2,9,3,7.0
297392,2,3,3,6.0
297414,3,11,4,7.0
297426,1,14,4,8.0
297448,1,4,4,8.0
297470,1,5,4,7.0
297492,2,0,4,8.0
297514,1,3,4,7.0
297536,1,5,4,9.0
297558,2,2,4,9.0
297580,2,2,4,9.0
297595,1,-3,4,9.0
297624,2,3,4,9.0
297646,3,2,4,9.0
297663,2,-2,1,6.0
297702,1,6,1,7.0
297723,2,5,1,7.0
297746,1,1,1,7.0
297757,1,26,1,7.0
297773,2,-1,1,6.0
297807,1,11,1,8.0
297834,1,1,1,7.0
297856,1,1,1,6.0
297867,1,1,1,7.0
297882,3,3,1,8.0
297910,1,4,2,6.0
297926,4,2,2,8.0
297966,1,4,2,7.0
297976,2,-1,2,6.0
298004,1,9,2,7.0
298032,2,2,2,6.0
298053,2,0,2,7.0
298064,1,-1,2,6.0
298091,1,1,2,7.0
298120,2,3,3,7.0
298130,2,21,3,7.0
298153,2,21,3,7.0
298186,1,-5,3,8.0
298191,1,6,3,7.0
298213,2,-1,3,7.0
298234,2,4,3,6.0
298256,1,16,3,6.0
298278,1,8,3,7.0
298300,2,5,3,7.0
298323,1,3,3,9.0
298362,2,5,3,7.0
298384,1,4,4,7.0
298389,1,8,4,6.0
298409,2,7,4,7.0
298432,1,3,4,7.0
298460,1,5,4,7.0
298476,1,4,4,7.0
298505,1,1,4,7.0
298525,3,0,4,7.0
298549,1,13,4,7.0
298582,1,1,4,7.0
298604,2,-2,4,7.0
298626,1,-2,4,7.0
298648,2,4,4,8.0
298670,3,10,4,6.0
298692,1,6,4,7.0
298714,2,1,4,7.0
298736,3,4,4,7.0
298741,1,2,1,7.0
298781,2,3,1,6.0
298785,1,9,1,7.0
298807,2,2,1,7.0
298831,1,4,1,6.0
298851,1,-1,1,7.0
298878,4,0,1,10.0
298905,1,2,1,8.0
298927,2,0,1,7.0
298957,2,-4,1,7.0
298977,1,3,1,6.0
298984,1,9,1,7.0
299006,2,-2,2,7.0
299037,1,0,2,7.0
299060,2,1,2,7.0
299074,2,4,2,7.0
299093,1,5,2,7.0
299115,1,4,2,7.0
299138,2,5,2,5.0
299159,3,1,2,8.0
299182,2,1,2,7.0
299204,1,5,2,6.0
299236,1,3,3,6.0
299247,1,2,3,6.0
299270,1,6,3,7.0
299292,2,5,3,6.0
299314,1,7,3,7.0
299336,2,1,3,7.0
299357,1,-2,3,7.0
299379,3,1,3,9.0
299418,1,1,3,6.0
299440,1,0,4,5.0
299446,1,8,4,6.0
299467,2,3,4,7.0
299488,1,3,4,7.0
299510,2,0,4,6.0
299534,2,7,4,6.0
299555,1,1,4,6.0
299578,1,15,4,6.0
299600,1,6,4,6.0
299631,1,6,4,8.0
299641,1,2,1,6.0
299664,1,3,1,7.0
299689,1,1,1,7.0
299707,1,4,1,7.0
299744,1,2,1,8.0
299771,2,0,1,6.0
299774,1,-1,1,8.0
299815,2,11,1,6.0
299817,2,1,1,6.0
299848,1,0,2,6.0
299861,1,4,2,8.0
299888,2,4,2,7.0
299920,1,-1,2,7.0
299926,1,4,2,8.0
299949,1,4,2,6.0
299970,1,2,2,7.0
299996,2,4,2,6.0
300019,2,7,2,6.0
300037,3,4,2,7.0
300060,3,6,3,6.0
300081,2,5,3,6.0
300108,1,5,3,7.0
300128,2,4,3,7.0
300147,1,2,3,7.0
300169,2,5,3,7.0
300192,1,4,4,8.0
300214,2,7,4,7.0
300236,1,2,4,8.0
300258,2,-5,4,8.0
300282,3,4,4,6.0
300302,1,2,4,8.0
300324,2,1,4,8.0
300354,2,3,1,8.0
300385,1,3,1,6.0
300407,1,11,1,7.0
300429,1,6,1,7.0
300452,2,3,1,6.0
300474,1,1,1,6.0
300486,1,1,1,8.0
300517,1,8,1,6.0
300540,1,-3,1,6.0
300562,1,6,1,6.0
300584,2,-2,2,7.0
300607,1,0,2,6.0
300617,1,1,2,7.0
300637,1,-2,2,7.0
300662,2,3,2,7.0
300694,2,16,2,6.0
300716,1,10,2,6.0
300739,2,-1,2,5.0
300761,1,4,2,6.0
300783,1,6,3,6.0
300804,2,0,3,6.0
300816,1,2,3,8.0
300838,4,5,3,7.0
300860,2,5,3,6.0
300881,1,14,3,7.0
300903,2,0,3,8.0
300936,1,16,3,6.0
300958,1,4,3,6.0
300980,3,4,3,6.0
301002,1,6,3,6.0
301024,3,8,3,6.0
301046,2,2,3,6.0
301057,2,-1,3,7.0
301090,1,0,3,6.0
301113,1,-3,4,7.0
301134,2,4,4,6.0
301156,2,4,4,6.0
301178,1,7,4,6.0
301200,1,14,4,6.0
301222,1,3,4,6.0
301245,2,4,4,6.0
301255,2,4,4,7.0
301288,1,-2,4,8.0
301311,2,3,4,7.0
301326,2,2,1,6.0
301344,2,10,1,6.0
301370,1,1,1,6.0
301388,1,3,1,9.0
301410,2,4,1,7.0
301436,1,13,1,7.0
301458,2,12,1,6.0
301480,1,2,1,4.0
301503,1,3,1,5.0
301525,2,2,1,6.0
301545,1,2,1,6.0
301568,1,2,1,11.0
301586,1,5,1,7.0
301608,1,10,1,6.0
301630,1,8,1,6.0
301655,1,3,2,7.0
301673,2,9,2,6.0
301695,1,-2,2,6.0
301722,1,4,2,7.0
301744,1,41,2,7.0
301766,1,3,2,6.0
301784,2,3,2,6.0
301806,3,3,2,7.0
301833,1,3,2,6.0
301855,1,1,2,7.0
301876,2,2,2,11.0
301892,1,11,2,6.0
301916,1,0,3,6.0
301942,1,2,3,7.0
301966,2,3,3,6.0
301982,1,17,3,6.0
302004,1,1,3,6.0
302030,1,3,3,7.0
302054,2,5,3,6.0
302074,1,4,4,6.0
302092,1,5,4,7.0
302118,1,-2,4,6.0
302145,2,6,4,5.0
302162,1,17,4,8.0
302184,1,2,4,8.0
302206,2,7,4,7.0
302231,1,1,4,8.0
302252,3,2,4,6.0
302275,1,2,1,7.0
302297,1,11,1,5.0
302308,1,5,1,8.0
302338,1,3,1,6.0
302363,2,1,1,6.0
302382,3,2,1,6.0
302407,1,2,1,6.0
302433,1,-3,1,6.0
302451,1,1,1,7.0
302462,1,20,1,8.0
302484,1,-2,1,8.0
302517,1,5,1,6.0
302539,1,9,2,6.0
302561,2,11,2,6.0
302580,1,8,2,7.0
302605,1,14,2,6.0
302626,1,4,2,5.0
302637,1,0,2,8.0
302659,2,0,2,7.0
302686,2,6,2,8.0
302703,3,4,2,8.0
302726,1,11,2,8.0
302759,1,7,2,6.0
302781,2,2,2,6.0
302803,3,6,2,7.0
302814,1,6,3,7.0
302847,1,2,3,6.0
302858,1,2,3,7.0
302884,1,32,3,8.0
302902,2,3,3,8.0
302928,3,-1,3,7.0
302957,1,5,3,6.0
302979,2,7,3,5.0
303001,1,-3,3,7.0
303011,2,0,3,7.0
303034,3,6,3,7.0
303059,2,10,4,5.0
303079,1,14,4,7.0
303100,1,2,4,8.0
303133,1,9,4,6.0
303155,2,11,4,6.0
303177,1,-4,4,7.0
303199,2,8,4,6.0
303210,1,23,4,7.0
303232,1,0,4,7.0
303265,1,7,4,7.0
303287,2,4,4,7.0
303309,1,-2,4,6.0
303331,2,14,4,7.0
303353,1,6,4,6.0
303375,2,3,4,6.0
303396,3,5,4,6.0
303420,2,0,1,8.0
303443,1,4,1,7.0
303453,1,17,1,5.0
303476,1,-1,1,8.0
303498,1,2,1,6.0
303520,2,2,1,6.0
303543,1,3,1,5.0
303566,1,4,1,6.0
303587,2,0,1,8.0
303619,1,4,1,7.0
303641,2,1,1,6.0
303653,1,7,1,6.0
303674,2,2,1,7.0
303707,1,3,2,6.0
303729,3,3,2,6.0
303752,2,2,2,6.0
303773,3,5,2,6.0
303785,3,3,2,7.0
303808,1,4,2,6.0
303828,1,2,2,9.0
303859,2,2,2,6.0
303872,1,4,2,6.0
303894,1,4,3,6.0
303927,1,2,3,7.0
303938,1,0,3,8.0
303960,1,-5,3,8.0
303984,2,17,3,7.0
304004,1,1,3,8.0
304035,1,9,3,6.0
304058,2,2,3,7.0
304070,1,3,3,6.0
304102,1,3,3,7.0
304124,1,1,4,6.0
304145,1,2,4,6.0
304159,1,8,4,6.0
304181,2,7,4,7.0
304203,1,-2,4,7.0
304225,3,1,4,8.0
304247,1,5,4,8.0
304269,2,-2,4,8.0
304301,1,1,4,8.0
304322,3,-3,4,6.0
304335,1,2,4,9.0
304357,2,4,4,7.0
304379,3,1,4,6.0
304398,1,5,1,8.0
304422,3,-1,1,7.0
304456,1,2,1,7.0
304478,2,3,1,6.0
304500,1,5,1,6.0
304522,2,5,1,7.0
304545,2,5,1,7.0
304566,1,-2,1,8.0
304588,2,13,1,6.0
304596,1,7,1,8.0
304614,2,18,1,7.0
304654,1,3,1,7.0
304664,1,3,1,8.0
304685,2,1,1,6.0
304721,1,0,1,6.0
304729,2,11,2,6.0
304765,2,4,2,6.0
304786,1,4,2,8.0
304809,2,3,2,7.0
304830,2,0,2,6.0
304838,1,19,2,8.0
304860,1,3,2,7.0
304884,1,3,2,6.0
304919,1,5,2,7.0
304940,2,4,2,7.0
304961,3,2,2,8.0
304984,1,1,2,7.0
305006,2,0,2,5.0
305029,1,3,3,6.0
305051,2,1,3,7.0
305060,1,0,3,6.0
305094,1,0,3,6.0
305102,1,21,3,8.0
305124,1,2,3,8.0
305147,2,4,3,7.0
305175,1,0,3,7.0
305205,1,7,3,7.0
305227,2,5,3,7.0
305249,2,5,3,7.0
305271,1,2,4,6.0
305293,1,3,4,7.0
305315,2,5,4,6.0
305324,3,4,4,7.0
305346,1,26,4,6.0
305380,1,0,4,6.0
305402,2,6,4,7.0
305411,1,19,4,7.0
305442,1,5,4,7.0
305469,2,1,4,7.0
305490,1,0,4,7.0
305512,2,-1,4,8.0
305534,3,11,4,6.0
305556,1,1,4,7.0
305578,2,4,4,8.0
305600,3,-1,4,7.0
305612,1,5,1,7.0
305634,2,1,1,7.0
305659,1,3,1,7.0
305681,1,6,1,6.0
305703,1,7,1,6.0
305732,2,5,1,6.0
305747,1,0,1,6.0
305776,2,9,1,6.0
305798,1,12,1,6.0
305813,1,0,1,6.0
305842,1,5,2,6.0
305854,1,2,2,7.0
305876,3,-1,2,7.0
305901,1,5,2,8.0
305930,1,14,2,6.0
305952,1,3,2,6.0
305967,2,4,2,6.0
305996,3,6,2,6.0
306011,1,2,2,6.0
306030,3,2,2,7.0
306047,1,5,2,6.0
306074,2,3,2,7.0
306096,3,-2,2,8.0
306128,1,7,3,6.0
306143,2,-1,3,8.0
306162,1,12,3,6.0
306184,1,2,3,6.0
306206,2,2,3,6.0
306238,2,3,3,6.0
306260,2,4,3,6.0
306275,3,3,3,7.0
306294,2,7,3,6.0
306326,1,15,3,7.0
306348,1,3,3,6.0
306363,1,13,4,6.0
306385,1,4,4,7.0
306414,2,0,4,6.0
306426,1,9,4,6.0
306448,2,6,4,8.0
306470,1,2,4,6.0
306502,1,4,4,7.0
306517,1,1,4,7.0
306546,2,1,4,6.0
306568,3,10,4,5.0
306583,1,1,4,11.0
306605,2,2,4,8.0
306627,3,-2,4,11.0
306641,1,15,4,3.0
306663,1,4,4,3.0
306685,2,13,4,3.0
306711,2,-1,1,6.0
306743,1,2,1,7.0
306755,1,1,1,7.0
306787,1,4,1,7.0
306809,1,18,1,6.0
306820,1,-4,1,6.0
306853,1,2,1,6.0
306865,1,5,1,7.0
306880,1,6,1,7.0
306902,2,3,1,8.0
306933,1,-1,2,6.0
306953,1,6,2,7.0
306975,1,2,2,7.0
306990,2,9,2,6.0
307021,1,0,2,7.0
307051,1,2,2,6.0
307074,1,3,3,6.0
307097,1,-2,3,5.0
307117,1,4,3,6.0
307128,1,7,3,6.0
307150,1,-3,3,6.0
307172,1,0,3,6.0
307194,1,-1,4,6.0
307216,1,27,4,6.0
307239,1,9,4,7.0
307261,1,-4,4,7.0
307283,1,0,4,8.0
307304,1,17,4,7.0
307327,1,6,1,8.0
307349,2,-3,1,7.0
307371,1,-3,1,8.0
307392,1,7,1,6.0
307415,1,0,1,8.0
307445,2,2,1,6.0
307467,1,8,1,6.0
307489,2,3,1,6.0
307502,2,2,1,8.0
307525,1,-2,2,7.0
307547,2,9,2,7.0
307577,1,5,2,7.0
307599,1,7,2,7.0
307613,1,0,2,6.0
307635,2,4,2,5.0
307665,1,5,2,6.0
307687,1,9,3,6.0
307709,2,3,3,6.0
307731,1,-1,3,7.0
307740,1,0,3,7.0
307775,1,9,3,6.0
307797,1,8,3,7.0
307819,1,8,3,7.0
307829,1,2,3,7.0
307863,1,1,4,7.0
307883,1,10,4,6.0
307906,1,4,4,6.0
307929,2,-1,4,6.0
307944,1,4,4,7.0
307973,1,3,4,6.0
307995,1,10,4,7.0
308019,1,3,1,7.0
308040,3,8,1,8.0
308062,1,6,1,7.0
308084,2,2,1,8.0
308109,2,7,1,7.0
308115,1,2,1,6.0
308136,2,6,1,6.0
308174,2,3,1,6.0
308197,2,1,1,7.0
308203,1,3,1,6.0
308224,3,4,1,5.0
308246,2,10,1,6.0
308281,1,6,1,7.0
308303,2,5,2,6.0
308329,2,13,2,7.0
308351,1,1,2,7.0
308362,1,2,2,6.0
308384,1,-2,2,6.0
308414,1,3,2,6.0
308436,2,6,2,6.0
308458,2,3,2,6.0
308483,2,4,2,7.0
308487,1,1,2,8.0
308511,1,2,3,6.0
308547,1,9,3,8.0
308569,2,-2,3,8.0
308576,1,4,3,7.0
308597,1,14,3,7.0
308626,1,2,3,8.0
308657,1,2,3,7.0
308664,1,7,3,6.0
308692,1,3,3,6.0
308724,1,5,3,6.0
308747,2,2,3,7.0
308752,1,3,4,6.0
308774,2,6,4,6.0
308796,1,0,4,8.0
308823,1,8,4,4.0
308846,2,4,4,8.0
308876,1,-3,4,7.0
308900,2,3,4,6.0
308906,1,4,4,6.0
308928,1,3,4,6.0
308966,2,4,1,7.0
308977,2,0,1,6.0
309011,1,-2,1,6.0
309028,1,10,1,6.0
309054,1,3,1,6.0
309076,2,3,1,7.0
309098,2,19,1,6.0
309108,1,7,1,6.0
309132,1,5,1,6.0
309165,1,0,2,8.0
309186,1,1,2,6.0
309195,1,3,2,7.0
309231,1,8,2,6.0
309253,2,5,2,6.0
309274,1,-2,2,6.0
309286,1,12,2,5.0
309307,1,1,2,6.0
309340,1,5,2,6.0
309362,2,4,2,6.0
309384,1,2,2,6.0
309406,2,5,2,6.0
309427,2,3,2,6.0
309450,3,0,2,6.0
309462,1,-2,3,5.0
309481,1,3,3,6.0
309506,2,-4,3,5.0
309536,1,7,3,6.0
309559,2,0,3,6.0
309572,1,3,3,7.0
309594,1,4,3,7.0
309616,1,0,3,6.0
309648,1,6,4,6.0
309670,2,5,4,6.0
309691,1,-2,4,7.0
309713,3,11,4,7.0
309735,1,-2,4,7.0
309753,1,0,4,8.0
309779,2,-5,4,8.0
309792,1,4,4,6.0
309814,2,7,4,5.0
309836,2,2,4,6.0
309858,1,5,4,6.0
309880,2,3,4,6.0
309901,1,32,1,7.0
309923,1,4,1,8.0
309945,2,-1,1,7.0
309976,1,1,1,6.0
309998,2,8,1,7.0
310021,3,-1,1,7.0
310033,1,1,1,7.0
310048,1,3,1,8.0
310070,2,1,1,7.0
310108,1,7,1,7.0
310131,1,1,1,6.0
310135,1,7,1,7.0
310161,2,7,1,6.0
310196,2,5,2,7.0
310219,1,9,2,6.0
310241,1,9,2,7.0
310262,3,2,2,7.0
310284,2,7,2,6.0
310289,1,1,2,7.0
310311,1,3,2,8.0
310341,2,3,2,6.0
310362,1,17,2,7.0
310385,1,2,2,7.0
310416,1,19,2,6.0
310439,1,4,3,6.0
310460,1,0,3,8.0
310482,1,3,3,8.0
310500,1,7,3,7.0
310527,2,8,3,6.0
310549,2,2,3,6.0
310561,1,0,3,7.0
310590,1,41,3,8.0
310612,1,9,3,7.0
310634,2,2,3,7.0
310658,1,0,3,6.0
310678,4,2,3,8.0
310685,1,-1,3,7.0
310715,1,8,4,7.0
310744,2,4,4,7.0
310769,1,14,4,8.0
310790,2,4,4,6.0
310813,3,7,4,7.0
310835,1,0,4,8.0
310856,3,2,4,7.0
310876,1,-1,4,8.0
310900,1,2,4,8.0
310913,1,6,4,7.0
310927,1,-2,4,7.0
310967,1,3,4,7.0
310986,2,1,4,8.0
310992,2,2,1,6.0
311015,3,0,1,8.0
311056,1,11,1,6.0
311078,2,-1,1,7.0
311100,3,0,1,6.0
311122,1,9,1,7.0
311144,1,4,1,6.0
311147,1,7,1,8.0
311170,2,4,1,6.0
311190,1,5,1,7.0
