,Down,Yards
315804,1,-1
315827,2,7
315839,1,2
315862,2,-1
315894,2,-4
315914,3,-1
315930,1,14
315952,1,1
315974,1,3
315993,3,2
316025,1,3
316047,2,21
316071,1,6
316093,2,-1
316113,1,1
316134,2,8
316158,1,-2
316170,2,4
316192,1,0
316214,1,1
316236,2,4
316260,4,15
316275,1,0
316301,3,2
316333,1,-2
316354,2,2
316367,1,6
316390,1,2
316412,2,1
316443,1,-1
316458,1,1
316480,2,3
316500,1,6
316522,2,1
316553,1,2
316575,1,2
316598,3,2
316619,1,2
316641,2,2
316663,3,0
316675,1,13
316700,2,3
316722,2,0
316749,1,0
316770,3,0
316783,1,2
316813,2,-1
316829,1,2
316849,2,10
316872,1,5
316895,2,6
316917,2,0
316947,1,2
316968,2,7
316986,1,63
317012,1,6
317036,2,1
317049,1,5
317070,2,1
317100,2,12
317123,1,6
317140,2,1
317157,3,8
317180,1,2
317201,1,3
317225,1,2
317254,1,-2
317268,1,5
317298,2,14
317321,2,1
317334,2,4
317364,2,5
317386,2,52
317408,1,2
317423,1,0
317445,2,1
317472,3,-1
317496,1,1
317517,1,0
317540,2,3
317553,1,5
317577,1,0
317599,2,1
317628,1,16
317651,1,1
317664,1,16
317686,1,6
317712,2,41
317731,1,6
317753,2,2
317775,3,1
317804,2,1
317831,1,-2
317847,1,0
317870,1,11
317892,1,1
317913,2,2
317940,2,0
317961,1,3
317975,1,-1
318005,1,3
318026,2,1
318041,1,12
318063,2,5
318079,1,0
318106,2,0
318123,1,4
318145,1,3
318167,2,8
318195,2,-2
318217,1,1
318247,1,4
318273,1,7
318295,2,1
318313,2,4
318335,1,2
318349,1,3
318378,1,2
318399,1,13
318421,2,6
318444,1,2
318470,1,5
318481,1,2
318510,1,2
318532,2,13
318547,1,12
318562,2,3
318602,1,11
318620,2,34
318646,1,-4
318657,1,7
318686,1,15
318712,1,-1
318734,3,1
318756,1,5
318774,1,10
318801,1,5
318823,1,4
318830,2,-1
318853,1,3
318876,2,6
318900,3,2
318917,1,2
318944,1,7
318966,2,4
318999,1,5
319021,1,5
319032,1,9
319053,2,3
319085,2,4
319107,1,2
319131,2,2
319141,1,2
319162,2,1
319186,1,18
319206,1,2
319230,2,4
319251,1,9
319285,1,28
319307,1,0
319316,2,-4
319351,1,-7
319355,1,1
319383,1,2
319404,1,5
319423,1,4
319448,1,4
319483,1,1
319505,2,1
319516,1,2
319538,1,9
319560,2,2
319581,1,49
319603,1,11
319619,1,3
319646,1,6
319666,3,4
319691,2,1
319723,2,2
319735,1,1
319767,1,2
319789,1,3
319811,3,1
319833,2,3
319843,1,0
319877,1,3
319887,1,1
319908,3,0
319943,1,4
319965,2,3
319976,1,4
319998,1,5
320031,2,1
320043,1,7
320066,1,4
320098,1,-2
320106,4,3
320130,1,1
320149,1,2
320175,1,5
320196,2,1
320215,2,6
320237,1,3
320259,1,11
320281,1,1
320303,2,-1
320324,3,3
320362,1,18
320384,1,17
320395,3,0
320417,4,2
320439,1,4
320472,1,6
320495,1,11
320517,1,0
320538,1,4
320560,2,1
320571,1,5
320587,1,6
320615,2,6
320637,2,45
320659,1,4
320674,2,2
320714,1,13
320737,2,4
320758,3,14
320769,1,7
320791,2,4
320813,2,3
320845,2,5
320857,1,4
320879,1,4
320901,1,2
320923,2,-2
320945,1,7
320967,2,13
321001,1,6
321013,2,18
321045,1,2
321066,1,19
321088,1,0
321110,1,4
321132,2,1
321154,1,10
321177,1,4
321199,2,2
321202,2,4
321231,2,7
321264,1,0
321275,1,2
321297,2,4
321326,2,0
321353,3,2
321370,1,0
321384,1,4
321419,2,1
321428,1,1
321450,2,5
321472,2,2
321494,1,1
321529,1,14
321551,1,1
321573,2,0
321582,2,1
321604,1,5
321626,2,3
321650,1,4
321683,1,-1
321705,1,5
321727,2,15
321749,1,3
321771,3,1
321793,1,3
321802,1,9
321824,1,1
321846,2,4
321870,1,5
321892,2,16
321912,1,0
321947,1,1
321969,1,2
321980,1,2
322000,1,2
322024,2,11
322046,1,1
322079,1,6
322101,2,5
322123,1,34
322132,2,4
322167,1,3
322189,2,3
322198,3,3
322223,2,4
322246,4,3
322267,1,5
322289,2,3
322311,2,3
322333,1,0
322352,2,4
322377,1,-2
322399,2,16
322421,1,4
322452,2,-3
322455,2,3
322477,3,2
322499,2,1
322532,1,3
322554,2,4
322577,1,0
322597,1,1
322619,2,6
322639,1,4
322661,2,14
322675,1,-1
322707,1,-5
322729,2,4
322752,4,2
322773,2,2
322785,2,-1
322806,1,15
322835,1,9
322857,2,3
322872,1,6
322907,1,2
322927,2,6
322950,3,2
322972,1,-2
322993,2,3
323015,1,3
323033,1,1
323049,1,-1
323071,1,1
323103,1,12
323125,1,9
323148,2,4
323170,1,3
323181,2,7
323208,1,2
323232,1,3
323257,1,4
323279,2,-4
323301,1,3
323320,1,1
323342,2,12
323357,1,4
323379,2,-2
323411,1,1
323433,2,6
323456,1,2
323478,2,9
323501,1,4
323523,1,7
323543,2,1
323564,1,-2
323586,1,2
323617,1,3
323639,2,4
323652,1,1
323674,2,-2
323706,1,18
323728,2,13
323739,2,-3
323768,1,4
323790,2,5
323815,3,-1
323838,1,8
323850,1,6
323872,2,20
323894,1,-3
323925,1,14
323948,1,-1
323970,2,6
323993,1,3
324014,2,0
324036,1,7
324054,2,-1
324070,1,30
324092,1,2
324114,2,0
324136,1,-4
324167,2,3
324180,1,-1
324211,1,-2
324235,1,0
324256,1,0
324267,1,1
324301,1,2
324312,1,1
324342,2,2
324360,1,1
324387,3,1
324392,2,6
324414,2,5
324455,1,2
324476,1,2
324499,1,5
324520,1,1
324543,1,2
324545,1,9
324574,1,3
324609,1,3
324630,1,-1
324652,1,5
324675,2,-4
324678,1,9
324700,1,3
324722,2,4
324762,1,4
324766,1,5
324796,2,18
324818,1,-1
324832,1,1
324854,1,10
324884,1,1
324917,2,-3
324939,1,8
324961,2,1
324964,1,5
324986,2,4
325027,1,0
325048,1,12
325070,1,3
325073,1,2
325104,1,2
325126,1,0
325159,2,11
325180,1,31
325203,2,8
325224,1,4
325246,2,1
325268,3,-2
325279,4,25
325301,1,19
325322,2,9
325342,1,3
325376,1,10
325400,1,-1
325419,1,12
325441,1,3
325467,2,2
325476,2,-2
325508,1,4
325530,2,-4
325552,3,3
325565,1,16
325584,1,0
325608,1,-2
325639,1,-1
325660,2,-2
325674,1,2
325705,2,17
325727,3,8
325753,2,1
325763,1,0
325792,1,0
325814,2,0
325829,1,-3
325849,2,17
325871,2,2
325891,1,6
325925,1,5
325947,2,6
325969,1,1
325979,1,0
326001,2,0
326034,1,2
326057,2,0
326071,1,-3
326092,1,13
326123,1,2
326136,2,6
326156,2,6
326180,1,4
326206,1,-11
326232,1,15
326255,1,5
326277,2,4
326302,2,16
326324,2,6
326338,3,1
326360,1,-1
326390,3,4
326404,1,1
326422,1,4
326445,2,1
326467,2,6
326488,1,-1
326511,1,3
326544,1,4
326558,1,4
326580,2,1
326599,1,3
326632,1,1
326642,1,8
326664,2,18
326686,1,5
326709,2,6
326742,1,2
326753,2,3
326774,1,5
326808,1,0
326830,2,4
326848,2,-1
326874,1,2
326896,1,2
326905,1,1
326928,1,1
326962,1,5
326976,2,0
326998,3,6
327028,2,24
327042,1,3
327060,1,11
327082,1,4
327112,2,1
327134,3,3
327148,2,10
327174,1,3
327196,1,2
327218,2,3
327240,3,-1
327259,1,6
327280,2,1
327303,2,0
327335,1,21
327358,1,2
327368,1,6
327402,1,6
327423,2,2
327446,2,4
327457,2,8
327479,1,5
327501,2,4
327522,3,17
327544,1,2
327565,1,11
327589,1,4
327622,1,3
327644,1,0
327662,1,0
327688,1,2
327710,1,0
327720,1,2
327754,1,1
327776,1,3
327797,1,5
327820,1,24
327835,1,0
327851,1,1
327886,1,1
327908,1,3
327930,1,4
327933,3,4
327974,1,1
327996,1,0
328018,2,7
328040,3,6
328062,1,15
328084,1,0
328106,2,-1
328128,3,4
328140,2,2
328162,3,2
328182,1,29
328206,2,4
328230,1,2
328252,2,1
328271,1,12
328293,1,0
328323,2,15
328345,1,5
328362,1,5
328384,2,15
328406,1,-3
328433,1,1
328446,1,5
328468,1,-3
328491,2,5
328521,1,77
328535,2,2
328560,1,1
328578,2,-2
328608,1,3
328623,1,-1
328645,2,9
328675,1,5
328697,2,4
328718,3,2
328736,1,9
328763,1,54
328785,1,-1
328802,1,2
328824,2,3
328846,1,3
328868,2,16
328894,1,7
328916,2,3
328934,2,1
328952,2,-2
328983,2,5
328997,2,0
329022,1,4
329044,2,4
329064,1,24
329084,2,6
329114,1,3
329136,2,36
329154,1,38
329176,1,1
329198,2,-5
329220,1,2
329242,2,-2
329264,3,2
329294,1,3
329316,3,2
329338,1,30
329360,1,3
329381,2,4
329404,3,1
329411,1,4
329434,2,4
329456,1,3
329492,1,3
329507,2,4
329536,3,16
329551,1,2
329567,1,8
329589,2,4
329609,2,0
329632,2,20
329655,1,-1
329676,2,2
329712,1,7
329734,2,2
329756,3,0
329765,1,-1
329786,1,2
329808,1,-3
329843,1,5
329865,1,5
329887,2,9
329903,1,-1
329925,1,3
329953,2,5
329963,2,1
329998,1,0
330020,1,2
330029,1,2
330051,1,2
330076,2,4
330098,1,2
330129,1,6
330151,2,3
330174,3,4
330196,1,0
330210,2,0
330229,1,-1
330258,1,5
330280,1,16
330300,2,5
330311,2,6
330333,2,2
330368,1,2
330390,2,4
330412,1,0
330421,1,5
330443,1,8
330464,2,2
330500,1,-4
330509,1,4
330544,2,-2
330554,1,4
330575,2,-1
330610,1,0
330632,2,9
330653,3,2
330679,1,3
330698,1,9
330719,2,0
330742,3,1
330752,1,0
330786,1,4
330808,1,1
330830,1,-1
330852,2,2
330861,2,0
330883,1,2
330918,1,4
330940,2,0
330961,1,6
330976,3,4
331010,2,1
331032,1,1
331054,2,-3
331076,1,2
331098,2,2
331120,3,12
331132,1,6
331149,3,1
331176,2,6
331198,1,1
331229,2,5
331252,3,-1
331258,1,2
331281,1,0
331315,1,2
331325,1,2
331348,2,20
331369,1,12
331388,1,0
331425,2,5
331448,1,3
331470,1,7
331491,2,-4
331515,1,13
331535,1,9
331557,1,6
331580,1,1
331594,1,-2
331616,2,-2
331647,1,9
331654,1,3
331676,1,1
331698,2,11
331720,1,5
331742,1,3
331763,1,2
331801,2,17
331818,1,-4
331845,1,2
331867,1,4
331876,2,3
331911,1,17
331933,1,4
331943,2,10
331964,2,1
332000,1,9
332022,2,0
332037,3,12
332066,1,3
332083,1,1
332096,1,-1
332117,1,6
332140,2,2
332170,1,1
332192,2,0
332207,1,0
332229,1,-1
332258,2,13
332279,1,1
332294,2,4
332315,3,-2
332346,1,5
332367,1,-2
332393,2,-2
332412,3,8
332424,2,1
332447,1,1
332477,1,2
332500,1,-2
332521,1,11
332543,1,7
332568,2,12
332591,1,2
332613,2,-2
332624,2,3
332647,1,3
332676,2,5
332697,1,7
332719,2,-2
332741,2,0
332756,2,3
332786,1,-1
332800,1,1
332822,2,8
332846,3,5
332866,1,6
332888,2,6
332918,3,12
332932,1,2
332968,1,3
332976,1,2
332998,1,3
333034,1,6
333057,2,5
333075,1,6
333101,1,16
333123,2,2
333142,3,2
333164,1,6
333174,1,16
333196,1,2
333232,1,3
333255,2,4
333262,1,5
333284,1,0
333306,3,0
333342,1,1
333364,2,2
333372,1,3
333408,1,3
333430,1,0
333450,1,6
333472,2,0
333496,1,4
333516,3,37
333541,2,9
333563,3,5
333582,1,3
333591,1,1
333618,1,10
333635,1,3
333657,1,-3
333679,2,2
333701,3,2
333738,1,11
333758,1,6
333780,2,3
333805,3,21
333824,2,4
333831,1,56
333855,1,5
333893,1,18
333912,2,0
333933,1,-1
333958,2,1
333965,1,6
333987,1,1
334007,2,-3
334031,3,6
334069,1,2
334088,1,2
334097,1,12
334119,1,2
334141,2,7
334163,3,0
334188,1,0
334209,1,5
334230,1,2
334260,1,3
334273,1,0
334298,2,-1
334326,1,3
334355,1,2
334363,1,14
334391,1,1
334413,1,6
334436,1,17
334458,2,7
334480,1,-3
334496,1,4
334518,2,2
334540,1,9
334561,2,4
334582,3,0
334612,2,2
334628,2,-1
334650,1,0
334678,1,3
334693,1,1
334722,2,-4
334738,2,7
334759,2,5
334788,1,1
334804,1,11
334832,2,1
334854,2,5
334876,1,0
334890,1,-4
334920,1,-7
334935,1,2
334958,1,-1
334979,3,4
335001,1,1
335024,3,0
335051,1,1
335073,1,1
335095,1,1
335117,2,8
335139,3,0
335160,1,3
335189,2,3
335204,1,3
335226,1,2
335238,1,2
335261,2,4
335283,1,1
335305,1,2
335327,1,-2
335358,2,5
335380,2,5
335409,1,2
335416,1,11
335439,1,5
335476,2,3
335490,2,3
335512,2,1
335534,3,1
335547,1,-1
335585,1,3
335600,1,5
335614,2,5
335636,2,-2
335658,1,5
335679,2,1
335705,2,3
335732,1,5
335761,3,9
335768,2,-3
335792,1,0
335814,2,1
335842,1,6
335864,2,0
335886,1,0
335915,1,4
335930,1,2
335952,1,3
335974,2,9
335992,2,3
336027,1,4
336049,1,46
336069,1,3
336080,2,-4
336114,2,3
336124,1,8
336148,2,14
336169,2,1
336203,1,0
336212,1,4
336247,1,9
336268,2,6
336279,1,6
336313,1,1
336335,2,0
336345,2,7
336367,2,8
336389,3,0
336423,1,2
336433,1,4
336456,1,2
336477,1,5
336497,2,6
336519,1,1
336555,1,1
336576,1,50
336587,2,2
336609,1,3
336632,1,4
336653,1,3
336675,2,2
336697,1,2
336719,2,3
336752,2,7
336774,3,1
336794,1,4
336807,1,3
336829,2,0
336851,1,3
336874,2,2
336893,1,3
336917,2,-5
336939,3,4
336970,1,1
336992,2,9
337005,1,1
337026,2,28
337048,1,2
337081,1,6
337092,1,4
337114,1,-2
337149,2,1
337167,2,11
337193,2,-1
337215,1,14
337224,2,1
337259,1,5
337281,2,2
337290,1,7
337314,1,3
337345,2,2
337366,1,-5
337370,1,7
337398,1,0
337435,2,4
337443,1,7
337465,1,0
337499,1,3
337519,2,15
337541,2,4
337554,1,24
337575,1,10
337596,2,0
337629,2,1
337654,1,0
337677,3,2
337699,1,1
337718,1,-2
337743,1,-1
337762,3,0
337775,1,-1
337797,2,1
337819,1,1
337842,1,2
337874,2,13
337897,2,3
337919,1,1
337930,2,26
337952,1,6
337974,2,2
337995,1,7
338017,1,1
338051,2,6
338072,2,17
338095,2,-1
338105,2,2
338127,2,0
338149,1,1
338183,1,4
338204,3,0
338216,1,2
338236,2,11
338260,1,25
338281,1,0
338303,3,-2
338336,2,-2
338346,1,16
338362,1,2
338402,1,16
338425,2,-1
338447,1,2
338457,1,11
338491,2,4
338508,2,0
338520,2,16
338540,1,16
338564,1,4
338597,1,9
338618,2,3
338641,2,2
338651,1,4
338686,2,3
338706,1,0
338719,2,5
338750,2,5
338773,1,4
338784,2,13
338807,1,7
338826,2,0
338861,2,0
338882,2,3
338909,1,4
338930,1,19
338938,1,14
338958,1,20
338983,1,9
339004,2,-4
339026,1,10
339058,1,3
339080,2,0
339096,1,7
339112,2,5
339140,2,16
339162,1,13
339184,1,5
339205,2,10
339223,1,11
339257,2,2
339266,1,8
339288,2,1
339315,3,-2
339348,1,2
339368,1,0
339377,1,5
339399,2,7
339425,1,20
339442,1,9
339464,2,15
339491,1,1
339508,2,-2
339542,1,13
339550,1,1
339578,1,1
339600,2,-1
339629,2,23
339644,1,4
339658,1,4
339692,1,2
339714,1,2
339736,2,-4
339758,1,2
339768,2,9
339790,1,0
339812,2,3
339848,2,2
339870,1,17
339892,1,2
339900,1,2
339934,2,-5
339944,2,4
339978,1,8
340000,1,9
340022,2,-1
340046,3,3
340066,1,7
340090,1,5
340098,1,6
340120,2,5
340142,1,-2
340164,1,4
340198,1,2
340220,2,4
340231,1,-1
340252,3,8
340286,2,3
340310,1,-2
340330,2,11
340340,1,3
340362,2,14
340384,1,2
340408,2,-3
340440,1,-1
340462,2,7
340473,1,1
340495,2,6
340516,2,5
340538,1,4
340560,2,4
340584,3,0
340618,1,-1
340639,1,5
340661,1,4
340679,2,2
340705,1,0
340734,2,5
340749,1,3
340771,1,2
340785,1,9
340811,2,1
340831,2,6
340855,4,0
340876,1,3
340898,1,2
340925,1,4
340941,3,3
340963,1,4
340985,2,1
341013,1,4
341042,3,12
341049,1,3
341075,1,28
341101,1,9
341130,2,3
341151,2,3
341175,1,6
341197,1,9
341211,2,4
341228,2,21
341255,1,8
341285,2,4
341307,2,4
341321,1,11
341339,1,3
341371,2,2
341381,2,1
341404,2,7
341425,2,6
341447,3,4
341466,1,1
341497,1,9
341527,1,2
341541,2,32
341563,1,5
341584,2,1
341615,3,0
341623,2,19
341645,1,15
341668,1,2
341686,2,4
341711,3,0
341747,1,4
341769,1,3
341785,2,2
341799,1,2
341829,1,26
341852,2,9
341873,2,21
341886,1,5
341916,1,3
341945,2,-4
341952,1,3
341973,2,1
342004,2,0
342018,1,1
342040,2,5
342062,4,0
342097,1,1
342115,2,2
342137,1,5
342160,1,4
342181,1,3
342194,1,-2
342213,2,2
342239,3,8
342269,1,4
342291,1,1
342313,2,-4
342341,2,20
342357,1,4
342369,2,2
342401,1,34
342423,1,2
342436,2,4
342457,2,10
342480,2,3
342511,1,4
342532,2,2
342547,2,4
342568,2,5
342590,2,1
342621,2,-2
342632,1,0
342654,2,1
342686,2,1
342709,1,8
342730,2,1
342753,1,1
342775,2,5
342797,3,28
342811,1,2
342838,1,2
342860,2,9
342882,2,6
342904,1,1
342929,1,0
342953,2,2
342974,3,-3
342987,2,1
343019,1,1
343041,2,5
343048,1,5
343075,1,6
343097,1,-1
343114,2,3
343147,1,4
343169,2,2
343180,2,3
343202,3,-1
343239,1,3
343261,2,0
343283,2,-1
343305,1,3
343322,1,5
343344,1,16
343361,1,14
343384,1,8
343405,2,25
343428,1,4
343459,1,3
343481,2,2
343503,2,21
343525,1,0
343537,1,11
343560,1,8
343581,1,4
343603,2,9
343625,1,3
343652,1,0
343674,1,3
343696,2,2
343713,1,9
343735,2,6
343767,2,4
343784,1,2
343806,2,7
343828,1,-2
343850,2,2
343873,3,0
343890,1,2
343910,1,7
343935,2,1
343957,3,7
343980,1,8
344001,2,1
344021,3,4
344043,1,3
344067,2,2
344088,1,1
344111,1,0
344138,1,2
344160,2,2
344182,3,-3
344199,1,2
344220,2,7
344248,1,5
344264,1,5
344287,2,0
344314,1,2
344341,1,1
344358,1,-1
344376,2,7
344398,2,6
344424,2,2
344446,3,5
344469,1,1
344485,2,21
344512,2,13
344530,1,5
344552,1,5
344572,1,-1
344600,1,6
344617,2,3
344640,1,3
344666,1,6
344693,1,2
344710,1,5
344728,1,5
344750,2,1
344772,2,3
344792,3,8
344816,1,3
344838,2,2
344860,1,3
344882,2,13
344904,1,9
344926,1,8
344948,2,0
344970,3,1
344995,2,8
345017,1,2
345044,2,8
345061,1,2
345083,2,9
345105,1,5
345128,1,3
345149,1,6
345177,2,3
345194,1,2
345216,1,19
345232,1,1
345256,2,1
345282,2,8
345303,1,3
345322,1,1
345343,1,-1
345369,1,4
345392,1,-1
345414,1,3
345443,1,3
345454,1,18
345480,1,12
345501,2,10
345523,1,2
345553,1,2
345575,2,1
345597,2,1
345604,1,21
345626,1,10
345648,1,4
345669,1,3
345691,2,5
345728,1,3
345750,1,5
345773,1,1
345795,2,5
345802,1,29
345824,1,5
345846,2,5
345868,3,1
345890,4,10
345927,2,7
345938,1,12
345971,1,8
345991,1,1
346013,3,9
346022,1,5
346044,2,4
346079,2,1
346088,1,5
346110,1,5
346131,2,4
346154,3,21
346176,1,1
346212,1,2
346234,1,3
346242,2,4
346264,1,4
346286,2,6
346307,2,9
346330,3,14
346352,1,1
346374,1,6
346396,2,1
346418,1,9
346439,2,0
346461,3,1
346479,1,12
346506,1,3
346528,2,26
346550,1,5
346572,2,2
346594,3,3
346628,2,6
346640,1,3
346672,1,1
346696,2,1
346706,1,6
346721,2,-3
346755,1,3
346781,2,2
346805,1,3
346815,1,3
346837,2,4
346852,1,2
346891,1,6
346913,1,20
346935,1,0
346947,2,6
346980,1,4
347001,3,4
347023,1,5
347046,1,-2
347068,4,2
347090,1,1
347101,1,5
347134,2,4
347145,1,5
347178,1,2
347195,1,11
347222,1,3
347244,1,4
347266,1,-4
347287,1,21
347310,1,15
347320,1,9
347336,2,-1
347375,1,2
347398,4,2
347420,1,3
347442,2,1
347446,2,5
347483,1,7
347505,2,-1
347527,3,5
347549,1,2
347571,2,-4
347593,3,2
347600,1,-2
347641,1,3
347663,1,4
347685,1,4
347696,1,-1
347718,2,1
347741,1,3
347760,2,1
347786,1,0
347805,2,3
347828,1,0
347854,1,2
347872,1,1
347896,1,4
347917,1,13
347942,1,7
347971,1,0
347983,2,-2
348006,1,4
348029,3,1
348049,1,3
348072,1,9
348094,2,2
348114,1,1
348136,3,3
348158,1,6
348179,1,2
348213,1,3
348235,2,1
348247,1,3
348272,1,1
348293,1,-2
348313,1,3
348336,2,1
348355,2,4
348377,3,1
348402,2,4
348424,3,11
348444,2,6
348475,2,6
348490,1,0
348512,3,1
348534,4,6
348567,1,5
348589,2,11
348611,2,7
348621,1,4
348643,2,3
348677,1,8
348694,2,3
348721,1,12
348743,1,0
348765,1,4
348775,1,6
348805,1,4
348827,1,10
348849,1,2
348875,1,8
348897,2,4
348903,1,1
348929,1,22
348944,1,1
348973,1,3
349003,1,5
349029,2,0
349051,3,1
349060,1,4
349082,2,4
349117,2,4
349135,3,10
349161,1,4
349183,2,7
349205,1,15
349227,1,1
349236,3,0
349258,1,31
349274,1,4
349311,1,11
349324,1,0
349359,1,1
349381,1,3
349399,2,12
349421,1,0
349447,3,4
349469,1,2
349476,1,-1
349500,2,3
349535,2,0
349553,2,1
349579,1,1
349591,1,7
349623,2,2
349645,3,2
349655,1,7
349676,1,8
349699,1,3
349731,1,16
349754,1,-1
349775,1,1
349787,2,8
349804,1,5
349831,2,3
349864,1,3
349885,1,3
349897,1,7
349919,2,4
349951,1,13
349974,1,3
349995,2,-6
350004,2,26
350027,1,5
350049,2,9
350073,1,1
350092,1,4
350117,3,4
350149,1,6
350171,2,6
350193,1,3
350215,2,-3
350227,1,2
350249,2,3
350267,1,5
350290,2,3
350325,1,2
350337,1,13
350357,1,0
350379,1,10
350401,1,1
350423,2,17
350447,1,1
350469,2,5
350502,1,6
350524,1,9
350546,2,5
350557,1,0
350577,1,-1
350611,1,14
350631,1,0
350652,2,1
350668,1,2
350689,2,2
350710,2,22
350740,2,6
350761,2,10
350783,2,6
350800,1,4
350829,1,-1
350851,1,3
350871,3,6
350896,2,6
350918,2,-2
350931,1,2
350953,2,11
350976,1,3
350997,2,2
351026,3,3
351042,1,4
351063,1,5
351086,1,5
351107,2,0
351130,1,1
351158,1,1
351174,1,0
351196,2,9
351218,3,2
351245,1,0
351268,2,1
351290,1,2
351305,1,5
351328,2,1
351349,3,9
351371,1,0
351393,2,28
351425,1,1
351446,2,-1
351460,1,3
351489,1,1
351510,1,7
351526,1,-2
351547,2,-1
351569,3,11
351591,1,0
351613,2,-1
351644,2,5
351655,1,-3
351677,2,3
351693,2,-1
351715,1,2
351757,1,5
351779,2,5
351801,1,2
351821,1,3
351830,1,1
351852,2,2
351874,1,1
351896,2,7
351933,1,2
351955,1,4
351977,2,2
351982,1,2
352000,2,17
352023,1,2
352044,3,3
352066,2,12
352109,1,1
352117,1,6
352132,1,8
352160,1,1
352197,1,1
352204,1,6
352241,1,11
352263,1,4
352284,1,9
352307,2,-3
352309,1,5
352331,1,-1
352373,1,0
352395,2,2
352397,1,4
352418,2,5
352447,3,3
352463,1,36
352492,1,2
352513,2,4
352528,1,-1
352559,1,1
352573,2,6
352595,1,1
352617,1,2
352647,2,-4
352661,1,0
352683,4,5
352712,1,8
352727,3,1
352766,1,9
352784,2,13
352813,1,0
352832,2,-2
352845,2,3
352859,1,2
352895,1,9
352917,3,1
352942,2,9
352964,1,0
352985,1,2
352999,2,1
353018,1,12
353041,1,5
353071,1,0
353096,1,7
353118,2,6
353143,2,0
353161,3,-3
353167,1,1
353189,3,8
353211,1,3
353240,2,-3
353272,1,6
353292,1,1
353314,1,2
353327,1,5
353343,2,2
353371,1,9
353392,2,2
353415,2,3
353437,3,2
353470,1,0
353482,1,4
353502,1,6
353526,1,11
353541,1,1
353580,1,4
353590,1,2
353613,1,8
353638,1,18
353656,1,6
353682,2,6
353714,1,2
353737,2,2
353758,1,-3
353779,2,3
353802,1,6
353824,2,5
353847,1,5
353858,1,0
353880,1,-2
353911,1,6
353934,3,4
353954,2,3
353976,2,2
353985,1,0
354006,1,6
354041,1,4
354065,1,0
354073,1,7
354095,2,6
354131,1,2
354152,2,0
354161,1,7
354183,2,2
354218,1,2
354240,1,2
354250,2,7
354285,2,3
354293,1,2
354315,1,3
354335,1,-1
354359,1,4
354382,2,4
354416,1,5
354426,1,5
354448,2,4
354470,3,2
354492,1,8
354514,2,3
354536,1,2
354558,2,2
354580,3,0
354614,2,5
354618,1,0
354640,2,1
354665,1,5
354686,2,-1
354723,1,2
354745,2,4
354753,1,5
354775,2,-1
354812,1,4
354833,4,10
354855,2,9
354881,3,2
354901,1,4
354921,1,2
354929,2,7
354950,1,21
354972,1,2
355009,1,23
355033,1,10
355054,1,-2
355079,2,5
355098,1,8
355120,2,-2
355143,2,14
355149,1,0
355171,1,8
355191,2,0
355215,3,4
355241,1,4
355263,2,18
355285,1,1
355317,1,15
355340,1,6
355365,2,0
355369,2,20
355391,2,-2
355413,1,2
355450,1,-4
355456,2,6
355493,2,9
355515,1,4
355538,2,8
355561,1,1
355581,2,5
355587,1,5
355625,1,20
355635,2,30
355673,1,18
355695,1,5
355717,2,16
355736,1,5
355759,2,1
355763,2,3
355785,2,6
355825,1,2
355848,2,6
355861,1,2
355873,2,2
355895,1,7
355917,2,3
355939,3,16
355979,1,1
356002,2,2
356006,2,5
356044,1,6
356068,2,0
356071,2,11
356093,1,6
356115,2,3
356137,3,4
356160,1,7
356181,2,5
356220,2,2
356225,1,8
356247,2,1
356270,3,3
356291,1,-1
356313,1,6
356352,1,2
356374,2,1
356379,1,2
356417,1,0
356443,2,2
356445,1,0
356467,1,4
356489,2,4
356512,1,3
356534,2,1
356555,2,0
356577,1,8
356599,2,2
356622,1,2
356644,2,4
356666,3,3
356695,1,5
356726,1,2
356749,2,8
356771,2,21
356783,3,3
356806,1,3
356837,1,1
356849,2,6
356881,2,1
356893,1,0
356915,1,3
356938,2,0
356959,3,3
356991,2,0
357013,2,11
357029,1,3
357057,1,5
357079,2,4
357101,1,2
357113,1,20
357136,1,1
357157,2,0
357179,2,2
357211,1,2
357224,1,4
357255,1,2
357277,2,16
357299,1,3
357321,1,1
357342,1,6
357365,2,9
357381,1,12
357403,2,2
357425,3,34
357449,1,4
357470,2,0
357491,3,2
357513,4,2
357532,1,3
357554,1,2
357576,2,3
357598,2,2
357623,1,1
357652,3,5
357663,1,24
357678,2,4
357707,1,4
357733,1,5
357760,3,5
357777,1,3
357804,2,-1
357817,2,3
357843,1,1
357872,3,1
357875,1,5
357905,2,71
357919,2,1
357941,3,0
357975,2,5
357997,1,0
358015,1,0
358037,1,4
358052,1,12
358081,1,0
358096,2,2
358118,1,9
358147,2,8
358169,1,7
358191,3,0
358213,1,-1
358239,1,3
358268,2,54
358279,1,4
358301,2,18
358315,1,13
358345,1,1
358378,1,4
358400,1,9
358415,2,3
358433,1,12
358448,1,30
358475,1,1
358499,2,0
358532,1,-1
358547,2,2
358568,2,6
358587,1,1
358602,1,3
358631,2,0
358646,1,1
358675,3,2
358692,1,7
358720,1,9
358744,2,2
358767,1,3
358780,1,0
358804,2,-6
358836,1,3
358855,2,11
358876,1,2
358888,1,2
358910,2,5
358947,2,1
358955,1,1
358977,1,-4
359012,1,3
359039,2,0
359053,2,2
359064,1,2
359100,2,3
359123,3,-6
359145,1,10
