,PlayId,Stadium,StadiumType
237094,20171224062650,MetLife,outdoor
237116,20171224062671,MetLife,outdoor
237138,20171224062716,MetLife,outdoor
237160,20171224062812,MetLife,outdoor
237182,20171224062833,MetLife,outdoor
237204,20171224062888,MetLife,outdoor
237226,20171224062920,MetLife,outdoor
237248,20171224062941,MetLife,outdoor
237270,20171224063005,MetLife,outdoor
237292,20171224063112,MetLife,outdoor
237314,20171224063133,MetLife,outdoor
237336,20171224063235,MetLife,outdoor
237358,20171224063256,MetLife,outdoor
237380,20171224063392,MetLife,outdoor
237402,20171224063475,MetLife,outdoor
237424,20171224063578,MetLife,outdoor
237446,20171224063599,MetLife,outdoor
237468,20171224063620,MetLife,outdoor
237490,20171224063662,MetLife,outdoor
237512,20171224063775,MetLife,outdoor
237534,20171224063796,MetLife,outdoor
237556,20171224063861,MetLife,outdoor
237578,20171224063952,MetLife,outdoor
237600,20171224064022,MetLife,outdoor
237622,20171224064043,MetLife,outdoor
237644,20171224064081,MetLife,outdoor
237666,20171224064102,MetLife,outdoor
237688,20171224070060,Nissan Stadium,outdoor
237710,20171224070313,Nissan Stadium,outdoor
237732,20171224070431,Nissan Stadium,outdoor
237754,20171224070517,Nissan Stadium,outdoor
237776,20171224070538,Nissan Stadium,outdoor
237798,20171224070618,Nissan Stadium,outdoor
237820,20171224070639,Nissan Stadium,outdoor
237842,20171224070781,Nissan Stadium,outdoor
237864,20171224070971,Nissan Stadium,outdoor
237886,20171224071033,Nissan Stadium,outdoor
237908,20171224071105,Nissan Stadium,outdoor
237930,20171224071126,Nissan Stadium,outdoor
237952,20171224071248,Nissan Stadium,outdoor
237974,20171224071317,Nissan Stadium,outdoor
237996,20171224071338,Nissan Stadium,outdoor
238018,20171224071408,Nissan Stadium,outdoor
238040,20171224071488,Nissan Stadium,outdoor
238062,20171224071639,Nissan Stadium,outdoor
238084,20171224071737,Nissan Stadium,outdoor
238106,20171224071758,Nissan Stadium,outdoor
238128,20171224071800,Nissan Stadium,outdoor
238150,20171224071886,Nissan Stadium,outdoor
238172,20171224071907,Nissan Stadium,outdoor
238194,20171224072100,Nissan Stadium,outdoor
238216,20171224072121,Nissan Stadium,outdoor
238238,20171224072263,Nissan Stadium,outdoor
238260,20171224072355,Nissan Stadium,outdoor
238282,20171224072376,Nissan Stadium,outdoor
238304,20171224072465,Nissan Stadium,outdoor
238326,20171224072590,Nissan Stadium,outdoor
238348,20171224072763,Nissan Stadium,outdoor
238370,20171224072875,Nissan Stadium,outdoor
238392,20171224072940,Nissan Stadium,outdoor
238414,20171224073055,Nissan Stadium,outdoor
238436,20171224073076,Nissan Stadium,outdoor
238458,20171224073201,Nissan Stadium,outdoor
238480,20171224073292,Nissan Stadium,outdoor
238502,20171224073335,Nissan Stadium,outdoor
238524,20171224073745,Nissan Stadium,outdoor
238546,20171224073810,Nissan Stadium,outdoor
238568,20171224073899,Nissan Stadium,outdoor
238590,20171224073944,Nissan Stadium,outdoor
238612,20171224074051,Nissan Stadium,outdoor
238634,20171224074072,Nissan Stadium,outdoor
238656,20171224074261,Nissan Stadium,outdoor
238678,20171224074299,Nissan Stadium,outdoor
238700,20171224074337,Nissan Stadium,outdoor
238722,20171224080060,FedExField,outdoor
238744,20171224080081,FedExField,outdoor
238766,20171224080148,FedExField,outdoor
238788,20171224080298,FedExField,outdoor
238810,20171224080348,FedExField,outdoor
238832,20171224080369,FedExField,outdoor
238854,20171224080446,FedExField,outdoor
238876,20171224080536,FedExField,outdoor
238898,20171224080557,FedExField,outdoor
238920,20171224080578,FedExField,outdoor
238942,20171224080620,FedExField,outdoor
238964,20171224080641,FedExField,outdoor
238986,20171224080832,FedExField,outdoor
239008,20171224080962,FedExField,outdoor
239030,20171224080983,FedExField,outdoor
239052,20171224081004,FedExField,outdoor
239074,20171224081049,FedExField,outdoor
239096,20171224081166,FedExField,outdoor
239118,20171224081235,FedExField,outdoor
239140,20171224081261,FedExField,outdoor
239162,20171224081311,FedExField,outdoor
239184,20171224081423,FedExField,outdoor
239206,20171224081519,FedExField,outdoor
239228,20171224081662,FedExField,outdoor
239250,20171224081752,FedExField,outdoor
239272,20171224082141,FedExField,outdoor
239294,20171224082210,FedExField,outdoor
239316,20171224082255,FedExField,outdoor
239338,20171224082322,FedExField,outdoor
239360,20171224082406,FedExField,outdoor
239382,20171224082503,FedExField,outdoor
239404,20171224082594,FedExField,outdoor
239426,20171224082680,FedExField,outdoor
239448,20171224082722,FedExField,outdoor
239470,20171224082743,FedExField,outdoor
239492,20171224082849,FedExField,outdoor
239514,20171224082894,FedExField,outdoor
239536,20171224082915,FedExField,outdoor
239558,20171224083061,FedExField,outdoor
239580,20171224083208,FedExField,outdoor
239602,20171224083264,FedExField,outdoor
239624,20171224083296,FedExField,outdoor
239646,20171224083483,FedExField,outdoor
239668,20171224083543,FedExField,outdoor
239690,20171224083752,FedExField,outdoor
239712,20171224083790,FedExField,outdoor
239734,20171224083880,FedExField,outdoor
239756,20171224083968,FedExField,outdoor
239778,20171224084127,FedExField,outdoor
239800,20171224090060,Levis Stadium,outdoor
239822,20171224090133,Levis Stadium,outdoor
239844,20171224090204,Levis Stadium,outdoor
239866,20171224090346,Levis Stadium,outdoor
239888,20171224090436,Levis Stadium,outdoor
239910,20171224090463,Levis Stadium,outdoor
239932,20171224090484,Levis Stadium,outdoor
239954,20171224090561,Levis Stadium,outdoor
239976,20171224090689,Levis Stadium,outdoor
239998,20171224090725,Levis Stadium,outdoor
240020,20171224090795,Levis Stadium,outdoor
240042,20171224090861,Levis Stadium,outdoor
240064,20171224090882,Levis Stadium,outdoor
240086,20171224090927,Levis Stadium,outdoor
240108,20171224091019,Levis Stadium,outdoor
240130,20171224091086,Levis Stadium,outdoor
240152,20171224091295,Levis Stadium,outdoor
240174,20171224091368,Levis Stadium,outdoor
240196,20171224091424,Levis Stadium,outdoor
240218,20171224091467,Levis Stadium,outdoor
240240,20171224091602,Levis Stadium,outdoor
240262,20171224091647,Levis Stadium,outdoor
240284,20171224091788,Levis Stadium,outdoor
240306,20171224091905,Levis Stadium,outdoor
240328,20171224091976,Levis Stadium,outdoor
240350,20171224092157,Levis Stadium,outdoor
240372,20171224092563,Levis Stadium,outdoor
240394,20171224092647,Levis Stadium,outdoor
240416,20171224092668,Levis Stadium,outdoor
240438,20171224092745,Levis Stadium,outdoor
240460,20171224092848,Levis Stadium,outdoor
240482,20171224092895,Levis Stadium,outdoor
240504,20171224093061,Levis Stadium,outdoor
240526,20171224093129,Levis Stadium,outdoor
240548,20171224093210,Levis Stadium,outdoor
240570,20171224093235,Levis Stadium,outdoor
240592,20171224093360,Levis Stadium,outdoor
240614,20171224093385,Levis Stadium,outdoor
240636,20171224093417,Levis Stadium,outdoor
240658,20171224093455,Levis Stadium,outdoor
240680,20171224093500,Levis Stadium,outdoor
240702,20171224093597,Levis Stadium,outdoor
240724,20171224093618,Levis Stadium,outdoor
240746,20171224093746,Levis Stadium,outdoor
240768,20171224093767,Levis Stadium,outdoor
240790,20171224093793,Levis Stadium,outdoor
240812,20171224093982,Levis Stadium,outdoor
240834,20171224094003,Levis Stadium,outdoor
240856,20171224094527,Levis Stadium,outdoor
240878,20171224094552,Levis Stadium,outdoor
240900,20171224094780,Levis Stadium,outdoor
240922,20171224094835,Levis Stadium,outdoor
240944,20171224094873,Levis Stadium,outdoor
240966,20171224094911,Levis Stadium,outdoor
240988,20171224100089,University of Phoenix Stadium,
241010,20171224100247,University of Phoenix Stadium,
241032,20171224100268,University of Phoenix Stadium,
241054,20171224100358,University of Phoenix Stadium,
241076,20171224100511,University of Phoenix Stadium,
241098,20171224100651,University of Phoenix Stadium,
241120,20171224100767,University of Phoenix Stadium,
241142,20171224100823,University of Phoenix Stadium,
241164,20171224100879,University of Phoenix Stadium,
241186,20171224100999,University of Phoenix Stadium,
241208,20171224101119,University of Phoenix Stadium,
241230,20171224101142,University of Phoenix Stadium,
241252,20171224101364,University of Phoenix Stadium,
241274,20171224101495,University of Phoenix Stadium,
241296,20171224101583,University of Phoenix Stadium,
241318,20171224101606,University of Phoenix Stadium,
241340,20171224101714,University of Phoenix Stadium,
241362,20171224101828,University of Phoenix Stadium,
241384,20171224101897,University of Phoenix Stadium,
241406,20171224101942,University of Phoenix Stadium,
241428,20171224102011,University of Phoenix Stadium,
241450,20171224102598,University of Phoenix Stadium,
241472,20171224102619,University of Phoenix Stadium,
241494,20171224102640,University of Phoenix Stadium,
241516,20171224102683,University of Phoenix Stadium,
241538,20171224102704,University of Phoenix Stadium,
241560,20171224102882,University of Phoenix Stadium,
241582,20171224103254,University of Phoenix Stadium,
241604,20171224103301,University of Phoenix Stadium,
241626,20171224103440,University of Phoenix Stadium,
241648,20171224103507,University of Phoenix Stadium,
241670,20171224103808,University of Phoenix Stadium,
241692,20171224103829,University of Phoenix Stadium,
241714,20171224103850,University of Phoenix Stadium,
241736,20171224103877,University of Phoenix Stadium,
241758,20171224104114,University of Phoenix Stadium,
241780,20171224104135,University of Phoenix Stadium,
241802,20171224104195,University of Phoenix Stadium,
241824,20171224104387,University of Phoenix Stadium,
241846,20171224104408,University of Phoenix Stadium,
241868,20171224104429,University of Phoenix Stadium,
241890,20171224104467,University of Phoenix Stadium,
241912,20171224104488,University of Phoenix Stadium,
241934,20171224104545,University of Phoenix Stadium,
241956,20171224110051,AT&T Stadium,indoor
241978,20171224110195,AT&T Stadium,indoor
242000,20171224110348,AT&T Stadium,indoor
242022,20171224110369,AT&T Stadium,indoor
242044,20171224110465,AT&T Stadium,indoor
242066,20171224110520,AT&T Stadium,indoor
242088,20171224110604,AT&T Stadium,indoor
242110,20171224110717,AT&T Stadium,indoor
242132,20171224110738,AT&T Stadium,indoor
242154,20171224110759,AT&T Stadium,indoor
242176,20171224110804,AT&T Stadium,indoor
242198,20171224110851,AT&T Stadium,indoor
242220,20171224110889,AT&T Stadium,indoor
242242,20171224111007,AT&T Stadium,indoor
242264,20171224111028,AT&T Stadium,indoor
242286,20171224111073,AT&T Stadium,indoor
242308,20171224111142,AT&T Stadium,indoor
242330,20171224111163,AT&T Stadium,indoor
242352,20171224111184,AT&T Stadium,indoor
242374,20171224111261,AT&T Stadium,indoor
242396,20171224111282,AT&T Stadium,indoor
242418,20171224111429,AT&T Stadium,indoor
242440,20171224111570,AT&T Stadium,indoor
242462,20171224111662,AT&T Stadium,indoor
242484,20171224112107,AT&T Stadium,indoor
242506,20171224112152,AT&T Stadium,indoor
242528,20171224112254,AT&T Stadium,indoor
242550,20171224112355,AT&T Stadium,indoor
242572,20171224112428,AT&T Stadium,indoor
242594,20171224112531,AT&T Stadium,indoor
242616,20171224112552,AT&T Stadium,indoor
242638,20171224112573,AT&T Stadium,indoor
242660,20171224112675,AT&T Stadium,indoor
242682,20171224112696,AT&T Stadium,indoor
242704,20171224112717,AT&T Stadium,indoor
242726,20171224112767,AT&T Stadium,indoor
242748,20171224112907,AT&T Stadium,indoor
242770,20171224112993,AT&T Stadium,indoor
242792,20171224113014,AT&T Stadium,indoor
242814,20171224113035,AT&T Stadium,indoor
242836,20171224113072,AT&T Stadium,indoor
242858,20171224113126,AT&T Stadium,indoor
242880,20171224113251,AT&T Stadium,indoor
242902,20171224113356,AT&T Stadium,indoor
242924,20171224113579,AT&T Stadium,indoor
242946,20171224113654,AT&T Stadium,indoor
242968,20171224113736,AT&T Stadium,indoor
242990,20171225000123,NRG Stadium,
243012,20171225000144,NRG Stadium,
243034,20171225000165,NRG Stadium,
243056,20171225000329,NRG Stadium,
243078,20171225000340,NRG Stadium,
243100,20171225000371,NRG Stadium,
243122,20171225000535,NRG Stadium,
243144,20171225000561,NRG Stadium,
243166,20171225000624,NRG Stadium,
243188,20171225000645,NRG Stadium,
243210,20171225000730,NRG Stadium,
243232,20171225000751,NRG Stadium,
243254,20171225000948,NRG Stadium,
243276,20171225000981,NRG Stadium,
243298,20171225001044,NRG Stadium,
243320,20171225001268,NRG Stadium,
243342,20171225001289,NRG Stadium,
243364,20171225001321,NRG Stadium,
243386,20171225001366,NRG Stadium,
243408,20171225001466,NRG Stadium,
243430,20171225001531,NRG Stadium,
243452,20171225001650,NRG Stadium,
243474,20171225001801,NRG Stadium,
243496,20171225001858,NRG Stadium,
243518,20171225001974,NRG Stadium,
243540,20171225002003,NRG Stadium,
243562,20171225002061,NRG Stadium,
243584,20171225002082,NRG Stadium,
243606,20171225002103,NRG Stadium,
243628,20171225002189,NRG Stadium,
243650,20171225002210,NRG Stadium,
243672,20171225002272,NRG Stadium,
243694,20171225002293,NRG Stadium,
243716,20171225002395,NRG Stadium,
243738,20171225002445,NRG Stadium,
243760,20171225002535,NRG Stadium,
243782,20171225002556,NRG Stadium,
243804,20171225002609,NRG Stadium,
243826,20171225002630,NRG Stadium,
243848,20171225002692,NRG Stadium,
243870,20171225002737,NRG Stadium,
243892,20171225002908,NRG Stadium,
243914,20171225002984,NRG Stadium,
243936,20171225003085,NRG Stadium,
243958,20171225003230,NRG Stadium,
243980,20171225003251,NRG Stadium,
244002,20171225003319,NRG Stadium,
244024,20171225003340,NRG Stadium,
244046,20171225003470,NRG Stadium,
244068,20171225003508,NRG Stadium,
244090,20171225010143,Lincoln Financial Field,outdoor
244112,20171225010164,Lincoln Financial Field,outdoor
244134,20171225010233,Lincoln Financial Field,outdoor
244156,20171225010363,Lincoln Financial Field,outdoor
244178,20171225010408,Lincoln Financial Field,outdoor
244200,20171225010429,Lincoln Financial Field,outdoor
244222,20171225010450,Lincoln Financial Field,outdoor
244244,20171225010471,Lincoln Financial Field,outdoor
244266,20171225010492,Lincoln Financial Field,outdoor
244288,20171225010513,Lincoln Financial Field,outdoor
244310,20171225010534,Lincoln Financial Field,outdoor
244332,20171225010566,Lincoln Financial Field,outdoor
244354,20171225010645,Lincoln Financial Field,outdoor
244376,20171225010666,Lincoln Financial Field,outdoor
244398,20171225010732,Lincoln Financial Field,outdoor
244420,20171225010753,Lincoln Financial Field,outdoor
244442,20171225010807,Lincoln Financial Field,outdoor
244464,20171225010957,Lincoln Financial Field,outdoor
244486,20171225011182,Lincoln Financial Field,outdoor
244508,20171225011254,Lincoln Financial Field,outdoor
244530,20171225011299,Lincoln Financial Field,outdoor
244552,20171225011320,Lincoln Financial Field,outdoor
244574,20171225011341,Lincoln Financial Field,outdoor
244596,20171225011605,Lincoln Financial Field,outdoor
244618,20171225012016,Lincoln Financial Field,outdoor
244640,20171225012037,Lincoln Financial Field,outdoor
244662,20171225012069,Lincoln Financial Field,outdoor
244684,20171225012090,Lincoln Financial Field,outdoor
244706,20171225012111,Lincoln Financial Field,outdoor
244728,20171225012132,Lincoln Financial Field,outdoor
244750,20171225012263,Lincoln Financial Field,outdoor
244772,20171225012349,Lincoln Financial Field,outdoor
244794,20171225012413,Lincoln Financial Field,outdoor
244816,20171225012504,Lincoln Financial Field,outdoor
244838,20171225012615,Lincoln Financial Field,outdoor
244860,20171225012652,Lincoln Financial Field,outdoor
244882,20171225012825,Lincoln Financial Field,outdoor
244904,20171225012846,Lincoln Financial Field,outdoor
244926,20171225012867,Lincoln Financial Field,outdoor
244948,20171225012959,Lincoln Financial Field,outdoor
244970,20171225013074,Lincoln Financial Field,outdoor
244992,20171225013095,Lincoln Financial Field,outdoor
245014,20171225013116,Lincoln Financial Field,outdoor
245036,20171225013192,Lincoln Financial Field,outdoor
245058,20171225013393,Lincoln Financial Field,outdoor
245080,20171225013430,Lincoln Financial Field,outdoor
245102,20171225013461,Lincoln Financial Field,outdoor
245124,20171225013529,Lincoln Financial Field,outdoor
245146,20171225013550,Lincoln Financial Field,outdoor
245168,20171225013620,Lincoln Financial Field,outdoor
245190,20171225013662,Lincoln Financial Field,outdoor
245212,20171231000051,Mercedes-Benz Stadium,indoor
245234,20171231000194,Mercedes-Benz Stadium,indoor
245256,20171231000215,Mercedes-Benz Stadium,indoor
245278,20171231000351,Mercedes-Benz Stadium,indoor
245300,20171231000504,Mercedes-Benz Stadium,indoor
245322,20171231000652,Mercedes-Benz Stadium,indoor
245344,20171231000675,Mercedes-Benz Stadium,indoor
