,DefendersInTheBox,Yards
325301,8,19
325322,6,9
325342,9,3
325376,8,10
325400,8,-1
325419,8,12
325441,8,3
325467,6,2
325476,7,-2
325508,8,4
325530,9,-4
325552,6,3
325565,6,16
325584,6,0
325608,7,-2
325639,7,-1
325660,7,-2
325674,7,2
325705,5,17
325727,7,8
325753,5,1
325763,6,0
325792,7,0
325814,8,0
325829,6,-3
325849,7,17
325871,7,2
325891,7,6
325925,6,5
325947,8,6
325969,8,1
325979,7,0
326001,4,0
326034,7,2
326057,6,0
326071,7,-3
326092,3,13
326123,6,2
326136,8,6
326156,5,6
326180,9,4
326206,6,-11
326232,6,15
326255,7,5
326277,7,4
326302,7,16
326324,5,6
326338,8,1
326360,7,-1
326390,6,4
326404,10,1
326422,6,4
326445,6,1
326467,6,6
326488,6,-1
326511,6,3
326544,7,4
326558,7,4
326580,7,1
326599,7,3
326632,7,1
326642,6,8
326664,7,18
326686,6,5
326709,7,6
326742,7,2
326753,7,3
326774,7,5
326808,8,0
326830,6,4
326848,6,-1
326874,7,2
326896,6,2
326905,6,1
326928,6,1
326962,7,5
326976,7,0
326998,7,6
327028,8,24
327042,8,3
327060,5,11
327082,5,4
327112,6,1
327134,6,3
327148,4,10
327174,8,3
327196,8,2
327218,8,3
327240,8,-1
327259,7,6
327280,7,1
327303,7,0
327335,7,21
327358,6,2
327368,6,6
327402,5,6
327423,7,2
327446,6,4
327457,7,8
327479,7,5
327501,7,4
327522,8,17
327544,6,2
327565,7,11
327589,7,4
327622,7,3
327644,6,0
327662,7,0
327688,6,2
327710,7,0
327720,6,2
327754,6,1
327776,6,3
327797,5,5
327820,5,24
327835,6,0
327851,6,1
327886,7,1
327908,7,3
327930,7,4
327933,7,4
327974,7,1
327996,7,0
328018,7,7
328040,7,6
328062,6,15
328084,7,0
328106,7,-1
328128,7,4
328140,7,2
328162,8,2
328182,7,29
328206,8,4
328230,8,2
328252,7,1
328271,6,12
328293,7,0
328323,6,15
328345,7,5
328362,8,5
328384,8,15
328406,7,-3
328433,6,1
328446,7,5
328468,7,-3
328491,6,5
328521,6,77
328535,6,2
328560,7,1
328578,7,-2
328608,8,3
328623,7,-1
328645,8,9
328675,7,5
328697,8,4
328718,8,2
328736,7,9
328763,6,54
328785,8,-1
328802,7,2
328824,7,3
328846,8,3
328868,6,16
328894,9,7
328916,9,3
328934,8,1
328952,7,-2
328983,8,5
328997,7,0
329022,7,4
329044,7,4
329064,7,24
329084,6,6
329114,9,3
329136,9,36
329154,8,38
329176,10,1
329198,8,-5
329220,10,2
329242,9,-2
329264,9,2
329294,8,3
329316,8,2
329338,8,30
329360,8,3
329381,6,4
329404,11,1
329411,7,4
329434,6,4
329456,6,3
329492,8,3
329507,7,4
329536,7,16
329551,7,2
329567,7,8
329589,5,4
329609,6,0
329632,6,20
329655,7,-1
329676,7,2
329712,7,7
329734,7,2
329756,8,0
329765,6,-1
329786,6,2
329808,7,-3
329843,7,5
329865,7,5
329887,6,9
329903,7,-1
329925,7,3
329953,7,5
329963,6,1
329998,8,0
330020,11,2
330029,7,2
330051,6,2
330076,7,4
330098,8,2
330129,6,6
330151,7,3
330174,6,4
330196,8,0
330210,7,0
330229,5,-1
330258,6,5
330280,7,16
330300,6,5
330311,5,6
330333,6,2
330368,6,2
330390,7,4
330412,7,0
330421,7,5
330443,7,8
330464,7,2
330500,7,-4
330509,6,4
330544,7,-2
330554,7,4
330575,6,-1
330610,7,0
330632,7,9
330653,8,2
330679,7,3
330698,7,9
330719,11,0
330742,11,1
330752,7,0
330786,6,4
330808,6,1
330830,6,-1
330852,6,2
330861,6,0
330883,5,2
330918,6,4
330940,6,0
330961,8,6
330976,6,4
331010,7,1
331032,9,1
331054,7,-3
331076,8,2
331098,8,2
331120,7,12
331132,6,6
331149,7,1
331176,6,6
331198,7,1
331229,7,5
331252,8,-1
331258,7,2
331281,8,0
331315,6,2
331325,6,2
331348,8,20
331369,7,12
331388,7,0
331425,8,5
331448,4,3
331470,6,7
331491,7,-4
331515,7,13
331535,7,9
331557,7,6
331580,6,1
331594,7,-2
331616,7,-2
331647,6,9
331654,7,3
331676,7,1
331698,7,11
331720,7,5
331742,7,3
331763,7,2
331801,7,17
331818,8,-4
331845,7,2
331867,8,4
331876,7,3
331911,7,17
331933,7,4
331943,8,10
331964,8,1
332000,7,9
332022,8,0
332037,7,12
332066,6,3
332083,6,1
332096,8,-1
332117,6,6
332140,7,2
332170,8,1
332192,8,0
332207,8,0
332229,7,-1
332258,8,13
332279,7,1
332294,8,4
332315,7,-2
332346,7,5
332367,8,-2
332393,7,-2
332412,7,8
332424,7,1
332447,8,1
332477,8,2
332500,7,-2
332521,7,11
332543,7,7
332568,7,12
332591,7,2
332613,7,-2
332624,8,3
332647,7,3
332676,7,5
332697,9,7
332719,9,-2
332741,10,0
332756,8,3
332786,8,-1
332800,8,1
332822,7,8
332846,7,5
332866,8,6
332888,8,6
332918,6,12
332932,6,2
332968,7,3
332976,6,2
332998,7,3
333034,8,6
333057,7,5
333075,7,6
333101,6,16
333123,6,2
333142,7,2
333164,7,6
333174,7,16
333196,6,2
333232,7,3
333255,7,4
333262,7,5
333284,7,0
333306,7,0
333342,8,1
333364,8,2
333372,6,3
333408,7,3
333430,7,0
333450,7,6
333472,8,0
333496,6,4
333516,6,37
333541,7,9
333563,8,5
333582,6,3
333591,7,1
333618,7,10
333635,7,3
333657,7,-3
333679,7,2
333701,7,2
333738,7,11
333758,7,6
333780,8,3
333805,7,21
333824,7,4
333831,6,56
333855,6,5
333893,6,18
333912,7,0
333933,8,-1
333958,6,1
333965,6,6
333987,6,1
334007,7,-3
334031,6,6
334069,7,2
334088,7,2
334097,7,12
334119,7,2
334141,6,7
334163,7,0
334188,7,0
334209,7,5
334230,7,2
334260,7,3
334273,7,0
334298,6,-1
334326,7,3
334355,7,2
334363,7,14
334391,7,1
334413,7,6
334436,7,17
334458,7,7
334480,7,-3
334496,7,4
334518,6,2
334540,7,9
334561,6,4
334582,8,0
334612,8,2
334628,6,-1
334650,7,0
334678,7,3
334693,7,1
334722,8,-4
334738,7,7
334759,6,5
334788,7,1
334804,6,11
334832,7,1
334854,7,5
334876,7,0
334890,7,-4
334920,7,-7
334935,8,2
334958,6,-1
334979,8,4
335001,6,1
335024,6,0
335051,7,1
335073,7,1
335095,8,1
335117,8,8
335139,8,0
335160,7,3
335189,7,3
335204,7,3
335226,8,2
335238,7,2
335261,7,4
335283,7,1
335305,7,2
335327,7,-2
335358,8,5
335380,5,5
335409,7,2
335416,6,11
335439,7,5
335476,7,3
335490,7,3
335512,7,1
335534,10,1
335547,8,-1
335585,6,3
335600,7,5
335614,6,5
335636,6,-2
335658,6,5
335679,7,1
335705,6,3
335732,6,5
335761,6,9
335768,6,-3
335792,10,0
335814,9,1
335842,8,6
335864,7,0
335886,8,0
335915,7,4
335930,7,2
335952,9,3
335974,7,9
335992,7,3
336027,7,4
336049,6,46
336069,8,3
336080,7,-4
336114,8,3
336124,6,8
336148,6,14
336169,8,1
336203,7,0
336212,7,4
336247,7,9
336268,7,6
336279,6,6
336313,7,1
336335,5,0
336345,7,7
336367,6,8
336389,6,0
336423,6,2
336433,7,4
336456,7,2
336477,7,5
336497,6,6
336519,7,1
336555,6,1
336576,6,50
336587,6,2
336609,7,3
336632,6,4
336653,7,3
336675,7,2
336697,6,2
336719,6,3
336752,5,7
336774,7,1
336794,6,4
336807,7,3
336829,7,0
336851,7,3
336874,7,2
336893,8,3
336917,7,-5
336939,7,4
336970,5,1
336992,6,9
337005,7,1
337026,7,28
337048,7,2
337081,7,6
337092,7,4
337114,8,-2
337149,7,1
337167,8,11
337193,6,-1
337215,7,14
337224,7,1
337259,7,5
337281,6,2
337290,7,7
337314,6,3
337345,7,2
337366,7,-5
337370,7,7
337398,11,0
337435,6,4
337443,8,7
337465,7,0
337499,7,3
337519,7,15
337541,6,4
337554,6,24
337575,7,10
337596,7,0
337629,7,1
337654,8,0
337677,7,2
337699,8,1
337718,8,-2
337743,8,-1
337762,8,0
337775,7,-1
337797,7,1
337819,5,1
337842,7,2
337874,7,13
337897,7,3
337919,7,1
337930,8,26
337952,8,6
337974,7,2
337995,8,7
338017,10,1
338051,5,6
338072,6,17
338095,7,-1
338105,8,2
338127,7,0
338149,10,1
338183,6,4
338204,7,0
338216,8,2
338236,8,11
338260,8,25
338281,10,0
338303,10,-2
338336,7,-2
338346,6,16
338362,6,2
338402,5,16
338425,6,-1
338447,6,2
338457,6,11
338491,7,4
338508,7,0
338520,8,16
338540,7,16
338564,5,4
338597,7,9
338618,6,3
338641,7,2
338651,9,4
338686,8,3
338706,6,0
338719,6,5
338750,6,5
338773,7,4
338784,8,13
338807,5,7
338826,6,0
338861,6,0
338882,6,3
338909,8,4
338930,7,19
338938,6,14
338958,7,20
338983,7,9
339004,8,-4
339026,6,10
339058,6,3
339080,6,0
339096,7,7
339112,7,5
339140,7,16
339162,7,13
339184,8,5
339205,8,10
339223,7,11
339257,6,2
339266,8,8
339288,9,1
339315,8,-2
339348,6,2
339368,8,0
339377,6,5
339399,6,7
339425,7,20
339442,6,9
339464,8,15
339491,7,1
339508,6,-2
339542,6,13
339550,7,1
339578,7,1
339600,7,-1
339629,5,23
339644,9,4
339658,7,4
339692,7,2
339714,6,2
339736,6,-4
339758,6,2
339768,5,9
339790,7,0
339812,6,3
339848,8,2
339870,6,17
339892,7,2
339900,7,2
339934,6,-5
339944,6,4
339978,7,8
340000,8,9
340022,7,-1
340046,7,3
340066,6,7
340090,6,5
340098,7,6
340120,7,5
340142,7,-2
340164,7,4
340198,7,2
340220,6,4
340231,7,-1
340252,6,8
340286,6,3
340310,7,-2
340330,6,11
340340,8,3
340362,8,14
340384,7,2
340408,6,-3
340440,8,-1
340462,6,7
340473,7,1
340495,7,6
340516,7,5
340538,8,4
340560,8,4
340584,8,0
340618,7,-1
340639,6,5
340661,6,4
340679,6,2
340705,6,0
340734,6,5
340749,6,3
340771,6,2
340785,7,9
340811,6,1
340831,6,6
340855,6,0
340876,7,3
340898,7,2
340925,6,4
340941,7,3
340963,8,4
340985,6,1
341013,6,4
341042,6,12
341049,7,3
341075,6,28
341101,6,9
341130,7,3
341151,6,3
341175,6,6
341197,6,9
341211,6,4
341228,6,21
341255,6,8
341285,6,4
341307,6,4
341321,6,11
341339,6,3
341371,5,2
341381,7,1
341404,6,7
341425,6,6
341447,6,4
341466,6,1
341497,5,9
341527,6,2
341541,6,32
341563,6,5
341584,11,1
341615,6,0
341623,7,19
341645,6,15
341668,6,2
341686,7,4
341711,7,0
341747,6,4
341769,6,3
341785,7,2
341799,7,2
341829,6,26
341852,7,9
341873,8,21
341886,8,5
341916,7,3
341945,7,-4
341952,8,3
341973,6,1
342004,7,0
342018,7,1
342040,6,5
342062,10,0
342097,8,1
342115,7,2
342137,8,5
342160,6,4
342181,8,3
342194,8,-2
342213,8,2
342239,7,8
342269,7,4
342291,7,1
342313,8,-4
342341,7,20
342357,6,4
342369,6,2
342401,7,34
342423,7,2
342436,7,4
342457,6,10
342480,6,3
342511,8,4
342532,8,2
342547,7,4
342568,7,5
342590,7,1
342621,7,-2
342632,7,0
342654,7,1
342686,8,1
342709,7,8
342730,8,1
342753,8,1
342775,8,5
342797,7,28
342811,7,2
342838,6,2
342860,7,9
342882,6,6
342904,6,1
342929,6,0
342953,6,2
342974,8,-3
342987,6,1
343019,7,1
343041,6,5
343048,6,5
343075,7,6
343097,8,-1
343114,6,3
343147,6,4
343169,6,2
343180,6,3
343202,7,-1
343239,7,3
343261,6,0
343283,7,-1
343305,6,3
343322,8,5
343344,7,16
343361,7,14
343384,7,8
343405,7,25
343428,6,4
343459,6,3
343481,5,2
343503,6,21
343525,6,0
343537,6,11
343560,6,8
343581,6,4
343603,6,9
343625,5,3
343652,6,0
343674,6,3
343696,5,2
343713,7,9
343735,6,6
343767,6,4
343784,8,2
343806,7,7
343828,6,-2
343850,7,2
343873,7,0
343890,6,2
343910,7,7
343935,7,1
343957,7,7
343980,6,8
344001,7,1
344021,7,4
344043,7,3
344067,6,2
344088,11,1
344111,6,0
344138,8,2
344160,6,2
344182,6,-3
344199,6,2
344220,6,7
344248,8,5
344264,6,5
344287,7,0
344314,7,2
344341,7,1
344358,7,-1
344376,7,7
344398,7,6
344424,7,2
344446,7,5
344469,8,1
344485,6,21
344512,7,13
344530,7,5
344552,6,5
344572,7,-1
344600,6,6
344617,7,3
344640,6,3
344666,7,6
344693,7,2
344710,7,5
344728,7,5
344750,8,1
344772,7,3
344792,6,8
344816,7,3
344838,7,2
344860,7,3
344882,8,13
344904,6,9
344926,7,8
344948,8,0
344970,6,1
344995,7,8
345017,8,2
345044,6,8
345061,7,2
345083,7,9
345105,7,5
345128,7,3
345149,7,6
345177,7,3
345194,7,2
345216,7,19
345232,8,1
345256,7,1
345282,6,8
345303,7,3
345322,6,1
345343,6,-1
345369,7,4
345392,7,-1
345414,8,3
345443,7,3
345454,6,18
345480,7,12
345501,6,10
345523,7,2
345553,8,2
345575,7,1
345597,7,1
345604,6,21
345626,6,10
345648,6,4
345669,6,3
345691,6,5
345728,7,3
345750,7,5
345773,8,1
345795,7,5
345802,6,29
345824,6,5
345846,7,5
345868,7,1
345890,8,10
345927,8,7
345938,7,12
345971,7,8
345991,6,1
346013,6,9
346022,7,5
346044,6,4
346079,7,1
346088,7,5
346110,6,5
346131,6,4
346154,7,21
346176,8,1
346212,7,2
346234,8,3
346242,7,4
346264,7,4
346286,6,6
346307,6,9
346330,7,14
346352,7,1
346374,7,6
346396,7,1
346418,7,9
346439,7,0
346461,7,1
346479,7,12
346506,7,3
346528,7,26
346550,7,5
346572,8,2
346594,7,3
346628,6,6
346640,8,3
346672,6,1
346696,6,1
346706,8,6
346721,7,-3
346755,6,3
346781,7,2
346805,6,3
346815,8,3
346837,8,4
346852,7,2
346891,7,6
346913,6,20
346935,5,0
346947,7,6
346980,6,4
347001,7,4
347023,6,5
347046,8,-2
347068,9,2
347090,7,1
347101,7,5
347134,6,4
347145,6,5
347178,7,2
347195,5,11
347222,5,3
347244,7,4
347266,6,-4
347287,6,21
347310,6,15
347320,6,9
347336,7,-1
347375,6,2
347398,9,2
347420,9,3
347442,6,1
347446,5,5
347483,7,7
347505,7,-1
347527,7,5
347549,7,2
347571,7,-4
347593,7,2
347600,7,-2
347641,7,3
347663,7,4
347685,8,4
347696,7,-1
347718,7,1
347741,7,3
347760,7,1
347786,7,0
347805,7,3
347828,10,0
347854,8,2
347872,8,1
347896,7,4
347917,7,13
347942,6,7
347971,8,0
347983,7,-2
348006,6,4
348029,5,1
348049,7,3
348072,6,9
348094,7,2
348114,7,1
348136,9,3
348158,7,6
348179,10,2
348213,8,3
348235,8,1
348247,8,3
348272,8,1
348293,6,-2
348313,6,3
348336,6,1
348355,8,4
348377,8,1
348402,6,4
348424,6,11
348444,6,6
348475,6,6
348490,8,0
348512,6,1
348534,6,6
348567,7,5
348589,6,11
348611,6,7
348621,5,4
348643,7,3
348677,6,8
348694,6,3
348721,7,12
348743,7,0
348765,8,4
348775,6,6
348805,7,4
348827,7,10
348849,7,2
348875,6,8
348897,7,4
348903,5,1
348929,5,22
348944,6,1
348973,6,3
349003,7,5
349029,9,0
349051,9,1
349060,7,4
349082,6,4
349117,5,4
349135,5,10
349161,7,4
349183,8,7
349205,7,15
349227,8,1
349236,6,0
349258,6,31
349274,6,4
349311,6,11
349324,8,0
349359,7,1
349381,6,3
349399,6,12
349421,7,0
349447,8,4
349469,7,2
349476,8,-1
349500,6,3
349535,7,0
349553,7,1
349579,6,1
349591,8,7
349623,7,2
349645,8,2
349655,7,7
349676,5,8
349699,7,3
349731,7,16
349754,10,-1
349775,6,1
349787,6,8
349804,7,5
349831,7,3
349864,8,3
349885,8,3
349897,7,7
349919,7,4
349951,6,13
349974,7,3
349995,8,-6
350004,7,26
350027,6,5
350049,6,9
350073,6,1
350092,6,4
350117,5,4
350149,6,6
350171,7,6
350193,7,3
350215,7,-3
350227,6,2
350249,6,3
350267,7,5
350290,6,3
350325,7,2
350337,7,13
350357,7,0
350379,8,10
350401,7,1
350423,6,17
350447,7,1
350469,7,5
350502,8,6
350524,8,9
350546,8,5
350557,8,0
350577,9,-1
350611,7,14
350631,8,0
350652,8,1
350668,7,2
350689,8,2
350710,7,22
350740,8,6
350761,7,10
350783,6,6
350800,8,4
350829,7,-1
350851,8,3
350871,5,6
350896,7,6
350918,6,-2
350931,7,2
350953,6,11
350976,8,3
350997,8,2
351026,6,3
351042,8,4
351063,7,5
351086,8,5
351107,7,0
351130,11,1
351158,6,1
351174,8,0
351196,7,9
351218,9,2
351245,6,0
351268,7,1
351290,8,2
351305,8,5
351328,8,1
351349,6,9
351371,7,0
351393,7,28
351425,7,1
351446,7,-1
351460,8,3
351489,8,1
351510,7,7
351526,7,-2
351547,7,-1
351569,6,11
351591,7,0
351613,7,-1
351644,5,5
351655,7,-3
351677,7,3
351693,6,-1
351715,7,2
351757,7,5
351779,8,5
351801,7,2
351821,8,3
351830,6,1
351852,6,2
351874,6,1
351896,6,7
351933,7,2
351955,7,4
351977,8,2
351982,7,2
352000,6,17
352023,7,2
352044,6,3
352066,6,12
352109,6,1
352117,7,6
352132,6,8
352160,6,1
352197,7,1
352204,6,6
352241,6,11
352263,8,4
352284,6,9
352307,7,-3
352309,7,5
352331,7,-1
352373,6,0
352395,7,2
352397,6,4
352418,6,5
352447,6,3
352463,6,36
352492,7,2
352513,7,4
352528,6,-1
352559,6,1
352573,6,6
352595,7,1
352617,8,2
352647,6,-4
352661,8,0
352683,6,5
352712,6,8
352727,8,1
352766,6,9
352784,7,13
352813,7,0
352832,6,-2
352845,6,3
352859,7,2
352895,8,9
352917,8,1
352942,7,9
352964,8,0
352985,7,2
352999,7,1
353018,6,12
353041,7,5
353071,9,0
353096,6,7
353118,7,6
353143,9,0
353161,9,-3
353167,8,1
353189,6,8
353211,7,3
353240,7,-3
353272,7,6
353292,6,1
353314,7,2
353327,6,5
353343,7,2
353371,7,9
353392,5,2
353415,7,3
353437,7,2
353470,6,0
353482,6,4
353502,7,6
353526,7,11
353541,6,1
353580,6,4
353590,8,2
353613,7,8
353638,6,18
353656,6,6
353682,7,6
353714,7,2
353737,8,2
353758,6,-3
353779,7,3
353802,7,6
353824,6,5
353847,6,5
353858,6,0
353880,7,-2
353911,7,6
353934,6,4
353954,7,3
353976,8,2
353985,6,0
354006,6,6
354041,5,4
354065,8,0
354073,7,7
354095,7,6
354131,8,2
354152,8,0
354161,8,7
354183,8,2
354218,6,2
354240,8,2
354250,6,7
354285,5,3
354293,7,2
354315,7,3
354335,11,-1
354359,7,4
354382,6,4
354416,5,5
354426,6,5
354448,7,4
354470,7,2
354492,6,8
354514,9,3
354536,9,2
354558,8,2
354580,7,0
354614,8,5
354618,6,0
354640,7,1
354665,6,5
354686,7,-1
354723,7,2
354745,8,4
354753,7,5
354775,7,-1
354812,6,4
354833,8,10
354855,7,9
354881,7,2
354901,6,4
354921,6,2
354929,6,7
354950,6,21
354972,6,2
355009,8,23
355033,6,10
355054,8,-2
355079,5,5
355098,7,8
355120,8,-2
355143,4,14
355149,6,0
355171,6,8
355191,6,0
355215,7,4
355241,6,4
355263,5,18
355285,6,1
355317,6,15
355340,6,6
355365,8,0
355369,6,20
355391,6,-2
355413,6,2
355450,11,-4
355456,6,6
355493,7,9
355515,8,4
355538,7,8
355561,6,1
355581,6,5
355587,6,5
355625,7,20
355635,5,30
355673,7,18
355695,6,5
355717,6,16
355736,6,5
355759,7,1
355763,9,3
355785,6,6
355825,8,2
355848,7,6
355861,7,2
355873,8,2
355895,6,7
355917,7,3
355939,5,16
355979,6,1
356002,7,2
356006,6,5
356044,7,6
356068,7,0
356071,6,11
356093,7,6
356115,9,3
356137,9,4
356160,6,7
356181,7,5
356220,6,2
356225,5,8
356247,6,1
356270,7,3
356291,7,-1
356313,5,6
356352,7,2
356374,6,1
356379,9,2
356417,6,0
356443,6,2
356445,6,0
356467,7,4
356489,4,4
356512,7,3
356534,7,1
356555,7,0
356577,7,8
356599,7,2
356622,9,2
356644,9,4
356666,6,3
356695,7,5
356726,6,2
356749,6,8
356771,6,21
356783,6,3
356806,7,3
356837,6,1
356849,7,6
356881,5,1
356893,6,0
356915,6,3
356938,7,0
356959,6,3
356991,6,0
357013,6,11
357029,6,3
357057,7,5
357079,6,4
357101,6,2
357113,6,20
357136,6,1
357157,6,0
357179,6,2
357211,8,2
357224,5,4
357255,6,2
357277,6,16
357299,6,3
357321,6,1
357342,6,6
357365,6,9
357381,6,12
357403,7,2
357425,6,34
357449,7,4
357470,6,0
357491,6,2
357513,6,2
357532,6,3
357554,6,2
357576,6,3
357598,6,2
357623,6,1
357652,5,5
357663,8,24
357678,7,4
357707,6,4
357733,6,5
357760,6,5
357777,6,3
357804,6,-1
357817,6,3
357843,7,1
357872,6,1
357875,7,5
357905,7,71
357919,7,1
357941,7,0
357975,7,5
357997,7,0
358015,7,0
358037,6,4
358052,8,12
358081,8,0
358096,9,2
358118,6,9
358147,8,8
358169,6,7
358191,7,0
358213,6,-1
358239,6,3
358268,6,54
358279,6,4
358301,8,18
358315,7,13
358345,7,1
358378,6,4
358400,6,9
358415,6,3
358433,7,12
358448,7,30
358475,8,1
358499,8,0
358532,7,-1
358547,6,2
358568,6,6
358587,7,1
358602,8,3
358631,7,0
358646,7,1
358675,6,2
358692,7,7
358720,6,9
358744,8,2
358767,6,3
358780,7,0
358804,6,-6
358836,8,3
358855,6,11
358876,8,2
358888,7,2
358910,6,5
358947,7,1
358955,7,1
358977,8,-4
359012,7,3
359039,7,0
359053,7,2
359064,7,2
359100,8,3
359123,5,-6
359145,7,10
359167,6,3
359175,8,2
359204,5,4
359219,7,11
359241,8,-1
359276,8,3
359298,8,2
359325,8,-2
359342,7,7
359358,7,23
359373,7,38
359408,6,0
359424,7,-6
359438,7,-1
359468,8,-3
359482,7,3
359504,7,2
359526,6,2
359567,6,6
359578,7,9
359600,8,1
359631,6,1
359654,7,4
359677,6,4
359699,7,1
359721,7,4
359742,8,1
359752,7,15
359774,7,0
359808,7,9
359829,6,-1
359852,7,-2
359864,5,-5
359897,6,-3
359903,7,34
359940,8,4
359962,6,4
359984,7,2
360007,6,-4
360016,7,4
360038,7,7
360060,7,-7
360094,5,8
360115,7,10
360138,6,2
360160,7,1
360181,6,2
360204,7,0
360225,6,8
360237,6,8
360259,6,0
360282,7,2
360313,9,0
360335,8,-1
360348,7,2
360380,6,6
360402,7,4
360423,6,0
360435,6,3
360458,7,-1
360481,6,14
360501,6,-4
360535,6,0
360557,5,9
360579,6,-3
360589,6,14
360620,7,1
360629,6,-4
360665,9,4
360678,6,4
360709,7,0
360730,7,12
360744,7,7
360774,8,2
360799,8,1
360821,6,4
360843,6,2
360853,6,4
360875,6,21
360897,6,1
360919,11,1
360950,6,2
360964,6,12
360986,8,1
361009,8,3
361031,8,3
361052,6,5
361075,8,-6
361095,5,0
361119,7,2
361137,6,4
361167,8,4
361189,7,1
361211,6,7
361232,8,0
361246,8,-1
361269,6,1
361299,8,3
361312,8,3
361333,9,2
361357,7,-1
361387,8,-1
361409,7,16
361431,6,-4
361445,6,-1
361466,7,1
361496,7,9
361519,7,2
361541,6,2
361555,6,4
361577,7,1
361607,6,9
361629,7,5
361650,6,23
361679,6,7
361701,8,-5
361717,8,-2
361731,7,6
361753,7,0
361782,7,-4
361804,7,2
361829,8,13
361848,7,4
361871,6,20
361893,6,-2
361906,7,6
361931,7,7
361959,7,2
361981,8,2
362005,6,0
362016,8,6
362047,8,-1
362069,6,2
362082,6,2
362104,7,4
362126,6,5
362162,7,2
362178,8,1
362199,8,-1
362214,7,1
362236,6,-3
362255,7,6
362292,7,15
362312,6,11
362338,7,1
362346,6,3
362368,6,4
362388,7,7
362412,7,7
362434,7,2
362464,7,6
362486,7,5
362508,7,2
362522,6,6
362544,7,0
362566,6,9
362588,7,8
362624,7,7
362646,8,2
362668,8,3
362685,7,-5
362698,7,6
362720,6,9
362742,7,18
362764,7,3
362787,7,-2
362820,7,4
362830,6,7
362852,7,1
362886,7,16
362908,6,9
362930,7,1
362951,5,3
362962,6,10
362984,7,1
363013,7,5
363035,7,5
363047,7,5
363069,8,6
363091,7,4
363113,8,5
363135,8,0
363167,8,5
363189,6,-3
363201,8,4
363223,7,5
363261,7,14
363281,6,-1
363296,7,3
363326,8,4
363351,8,-1
363362,7,0
363384,7,1
363406,8,3
363425,7,10
363458,7,-1
363482,7,3
363494,7,0
363524,7,3
363538,8,2
363560,7,-1
363578,8,2
363604,7,10
363626,7,2
363648,8,2
363670,9,0
363700,8,1
363722,7,0
363744,6,2
363769,7,6
363780,7,4
363810,7,2
363835,8,0
363839,6,-1
363879,7,1
363900,7,2
363921,8,30
363934,6,15
363956,7,2
363987,8,-4
364010,6,5
364014,6,9
364036,6,7
364068,7,1
364080,6,-2
364109,7,11
364131,6,5
364153,6,4
364174,6,12
364200,7,4
364222,7,7
364244,7,2
364266,7,19
364288,9,-1
364310,7,2
364322,6,5
364355,6,3
364366,6,4
364399,7,6
364421,7,12
364442,6,15
364465,7,-1
364483,6,5
364505,6,-1
364530,7,8
364552,8,1
364575,8,0
364592,6,8
364618,6,8
364640,7,58
364663,7,0
364674,6,4
364696,6,4
364728,8,-2
364739,7,7
364761,6,8
364783,6,8
364817,6,2
364827,6,-1
364849,7,0
364879,6,3
364901,6,4
364926,6,0
364945,6,9
364967,5,1
364989,6,-3
365014,8,2
365036,7,3
365058,6,5
365080,7,1
365103,7,1
365125,7,1
365147,7,2
365169,8,3
365191,6,8
365213,6,2
365235,7,2
365257,7,1
365275,6,7
365296,7,1
365331,8,9
365347,8,7
365368,7,2
365391,9,-1
365408,6,5
365429,6,4
365451,6,1
365479,7,-1
365495,7,1
365518,6,5
365540,7,7
365557,6,14
365583,8,0
365614,6,3
365634,6,1
365649,6,3
365672,6,-1
365699,7,3
365715,7,1
365738,7,21
365759,7,2
365790,7,4
365802,7,1
365826,7,17
365847,7,2
365869,7,3
365891,7,0
365912,7,1
365935,7,10
365955,8,-4
365977,7,5
365998,6,14
366033,7,0
366055,7,2
366074,7,4
366086,8,4
366122,8,11
366130,7,-11
366154,6,15
366175,7,0
366206,6,3
366233,7,28
366254,6,3
366272,6,1
366283,8,4
366307,7,7
366341,8,-2
366360,6,7
366374,7,9
366393,8,6
366426,7,5
366452,7,12
366473,7,1
366496,6,12
366517,7,1
366539,8,3
366562,8,0
366584,9,0
366606,9,-4
366618,5,8
366640,6,4
366657,6,3
366679,7,3
366715,7,9
366736,6,4
366758,7,0
366767,6,4
366789,6,1
366811,7,2
366833,6,7
366855,7,0
366882,7,3
366904,6,2
366926,6,3
366956,6,2
366979,7,3
367000,6,10
367022,6,4
367031,6,0
367053,7,0
367088,7,0
367096,8,0
367133,6,4
367155,6,3
367168,5,-4
367190,7,4
367220,7,1
367229,6,0
367265,5,21
367286,7,6
367300,6,2
367330,7,0
367352,6,3
367374,7,-1
367396,7,-1
367405,6,3
367426,7,2
367462,6,4
367484,7,24
367506,7,4
367528,7,2
367550,7,2
367572,6,2
367594,7,6
367615,7,5
367637,7,1
367661,7,3
367685,6,18
367707,6,6
367729,7,2
367751,6,2
367773,6,0
367782,7,9
367804,6,7
367826,6,3
367848,6,3
367869,6,3
367902,6,-2
367927,6,0
367935,7,4
367958,6,3
367993,6,2
368015,6,1
368024,7,6
368047,5,2
368081,6,-1
368103,6,13
368114,6,1
368136,6,-4
368169,6,15
368191,6,8
368213,6,5
368235,6,43
368236,6,4
368258,7,4
368287,10,1
368323,6,2
368332,6,3
368354,6,9
368376,6,6
368411,6,-2
368433,6,1
368441,6,1
368464,6,0
368486,6,16
368508,6,-2
368543,6,-5
368554,5,6
368574,7,5
